tconst	ordering	nconst	category	job	characters
tt0116830	10	nm0420898	actor	\N	["Capt. Tom Pickett"]
tt0116830	11	nm0001353	director	\N	\N
tt0116830	12	nm0452878	writer	story	\N
tt0116830	13	nm0000041	writer	story	\N
tt0116830	14	nm0001353	writer	screenplay	\N
tt0116830	15	nm0001353	producer	producer	\N
tt0116830	16	nm0765306	producer	producer	\N
tt0116830	17	nm0176839	composer	\N	\N
tt0116830	18	nm0013889	cinematographer	director of photography	\N
tt0116830	19	nm0203710	editor	editor	\N
tt0116830	20	nm0038000	casting_director	\N	\N
tt0116830	21	nm0169230	casting_director	\N	\N
tt0116830	22	nm0936636	production_designer	\N	\N
tt0116831	1	nm0934637	actor	\N	["Det. Kurt Bellmore"]
tt0116831	2	nm0574766	actress	\N	["Anabella Bellmore"]
tt0116831	3	nm0298268	actor	\N	["'Snake' Underwood"]
tt0116831	4	nm0247611	actor	\N	["Lt. Darnell Seagrove"]
tt0116831	5	nm0489436	actor	\N	["Kazz"]
tt0116831	6	nm0052186	actor	\N	["Det. Frank 'Doc' Kane"]
tt0116831	7	nm0338867	actor	\N	["Capt. Demayo"]
tt0116831	8	nm0004905	actress	\N	["Lucretia"]
tt0116831	9	nm0919952	actress	\N	["Mrs. Kane"]
tt0116831	10	nm0787910	actor	\N	["Bob Parry"]
tt0116831	11	nm0580726	director	\N	\N
tt0116831	12	nm0580726	writer	written by	\N
tt0116831	13	nm0580726	producer	producer	\N
tt0116831	14	nm0160614	producer	producer	\N
tt0116831	15	nm0006068	composer	\N	\N
tt0116831	16	nm0004684	cinematographer	\N	\N
tt0116831	17	nm0127893	editor	\N	\N
tt0116831	18	nm0941486	editor	\N	\N
tt0116831	19	nm0797696	casting_director	\N	\N
tt0116831	20	nm0552359	production_designer	\N	\N
tt0117571	1	nm0000117	actress	\N	["Sidney"]
tt0117571	2	nm0001073	actress	\N	["Gale Weathers"]
tt0117571	3	nm0000274	actor	\N	["Deputy Dewey"]
tt0117571	4	nm0000240	actor	\N	["Billy"]
tt0117571	5	nm0000106	actress	\N	["Casey"]
tt0117571	6	nm0413996	actor	\N	["Phone Voice"]
tt0117571	7	nm0909384	actor	\N	["Steve"]
tt0117571	8	nm0095673	actor	\N	["Casey's Father"]
tt0117571	9	nm0368938	actress	\N	["Casey's Mother"]
tt0117571	10	nm0372967	actor	\N	["Mr. Prescott"]
tt0117571	11	nm0000127	director	\N	\N
tt0117571	12	nm0932078	writer	written by	\N
tt0117571	13	nm0465298	producer	producer	\N
tt0117571	14	nm0940531	producer	producer	\N
tt0117571	15	nm0001937	composer	\N	\N
tt0117571	16	nm0410419	cinematographer	director of photography	\N
tt0117571	17	nm0527261	editor	\N	\N
tt0117571	18	nm0063482	casting_director	\N	\N
tt0117571	19	nm0588010	production_designer	\N	\N
tt0117956	1	nm0211565	actor	\N	["Barone Jacopo del Serchio"]
tt0117956	2	nm0302105	actress	\N	["Baronessa Chiara del Serchio"]
tt0117956	3	nm0176412	actor	\N	["Leonardo"]
tt0117956	4	nm0347842	actor	\N	["Vescovo di Pisa"]
tt0117956	5	nm0669524	actress	\N	["Aristocratica"]
tt0117956	6	nm0080751	actor	\N	["Attore napoletano"]
tt0117956	7	nm0598350	actor	\N	["Pietro"]
tt0117956	8	nm0096811	actress	\N	["Moglie di Pietro"]
tt0117956	9	nm0142066	actress	\N	["Lucia"]
tt0117956	10	nm6559157	actor	\N	["Cerimoniere"]
tt0117956	11	nm0211565	director	\N	\N
tt0117956	12	nm0211565	writer	\N	\N
tt0117956	13	nm0894787	writer	\N	\N
tt0117956	14	nm0147603	producer	producer	\N
tt0117956	15	nm0147602	producer	producer	\N
tt0117956	16	nm0006029	composer	\N	\N
tt0117956	17	nm0005730	cinematographer	\N	\N
tt0117956	18	nm0070223	editor	\N	\N
tt0117956	19	nm0955010	production_designer	\N	\N
tt0118617	1	nm0000212	actress	\N	["Anastasia"]
tt0118617	2	nm0000131	actor	\N	["Dimitri"]
tt0118617	3	nm0000502	actor	\N	["Rasputin"]
tt0118617	4	nm0001288	actor	\N	["Vladimir"]
tt0118617	5	nm0000279	actor	\N	["Bartok"]
tt0118617	6	nm0001613	actress	\N	["Sophie"]
tt0118617	7	nm0000379	actress	\N	["Young Anastasia"]
tt0118617	8	nm0001450	actress	\N	["The Dowager Empress Marie"]
tt0118617	9	nm0429115	actor	\N	["Czar Nicholas"]
tt0118617	10	nm0429115	actor	\N	["Servant"]
tt0118617	11	nm0429115	actor	\N	["Revolutionary Soldier"]
tt0118617	12	nm0551908	actress	\N	["Phlegmenkoff"]
tt0118617	13	nm0551908	actress	\N	["Old Woman"]
tt0118617	14	nm0089940	director	\N	\N
tt0118617	15	nm0325776	director	\N	\N
tt0118617	16	nm0310319	writer	screenplay by	\N
tt0118617	17	nm0333949	writer	screenplay by	\N
tt0118617	18	nm0879318	writer	screenplay by	\N
tt0118617	19	nm0925276	writer	screenplay by	\N
tt0118617	20	nm0089940	producer	producer	\N
tt0118617	21	nm0325776	producer	producer	\N
tt0118617	22	nm0628056	composer	\N	\N
tt0118617	23	nm0070446	editor	\N	\N
tt0118617	24	nm0871490	editor	\N	\N
tt0118617	25	nm0154444	casting_director	\N	\N
tt0118617	26	nm0672791	production_designer	production_designer	\N
tt0119137	1	nm0000245	actor	\N	["Professor Philip Brainard"]
tt0119137	2	nm0001315	actress	\N	["Dr. Sara Jean Reynolds"]
tt0119137	3	nm0001520	actor	\N	["Wilson Croft"]
tt0119137	4	nm0505971	actor	\N	["Wesson"]
tt0119137	5	nm0000317	actor	\N	["Smith"]
tt0119137	6	nm0000855	actor	\N	["Chester Hoenicker"]
tt0119137	7	nm0000696	actor	\N	["Bennett Hoenicker"]
tt0119137	8	nm0566052	actress	\N	["Martha George"]
tt0119137	9	nm0072533	actress	\N	["Weebo"]
tt0119137	10	nm0005462	actress	\N	["Sylvia"]
tt0119137	11	nm0562645	director	\N	\N
tt0119137	12	nm0853139	writer	short story "A Situation of Gravity"	\N
tt0119137	13	nm0000455	writer	screenplay	\N
tt0119137	14	nm0909556	writer	screenplay	\N
tt0119137	15	nm0000455	producer	producer	\N
tt0119137	16	nm0582338	producer	producer	\N
tt0119137	17	nm0000384	composer	\N	\N
tt0119137	18	nm0005678	cinematographer	director of photography	\N
tt0119137	19	nm0742708	editor	\N	\N
tt0119137	20	nm0829007	editor	\N	\N
tt0119137	21	nm0289408	casting_director	\N	\N
tt0119137	22	nm0564028	production_designer	\N	\N
tt0119594	1	nm0000056	actor	\N	["Harry Ross"]
tt0119594	2	nm0000215	actress	\N	["Catherine Ames"]
tt0119594	3	nm0000432	actor	\N	["Jack Ames"]
tt0119594	4	nm0000702	actress	\N	["Mel Ames"]
tt0119594	5	nm0000330	actress	\N	["Verna"]
tt0119594	6	nm0001258	actor	\N	["Raymond Hope"]
tt0119594	7	nm0002064	actor	\N	["Reuben"]
tt0119594	8	nm0000630	actor	\N	["Jeff Willis"]
tt0119594	9	nm0553269	actress	\N	["Gloria Lamar"]
tt0119594	10	nm0817983	actor	\N	["Captain Phil Egan"]
tt0119594	11	nm0000914	director	\N	\N
tt0119594	12	nm0000914	writer	written by	\N
tt0119594	13	nm0751720	writer	written by	\N
tt0119594	14	nm0232945	producer	producer	\N
tt0119594	15	nm0748784	producer	producer	\N
tt0119594	16	nm0000930	composer	\N	\N
tt0119594	17	nm0811834	cinematographer	\N	\N
tt0119594	18	nm0514746	editor	\N	\N
tt0119594	19	nm0823096	casting_director	\N	\N
tt0119594	20	nm0343222	production_designer	\N	\N
tt0119718	1	nm0000558	actor	\N	["Mr. Magoo"]
tt0119718	2	nm0001488	actress	\N	["Luanne"]
tt0119718	3	nm0444832	actor	\N	["Waldo"]
tt0119718	4	nm0157915	actor	\N	["Bob Morgan"]
tt0119718	5	nm0864997	actor	\N	["Agent Chuck Stupak"]
tt0119718	6	nm0001368	actor	\N	["Agent Gus Anders"]
tt0119718	7	nm0004950	actress	\N	["Stacey Sampanahoditra"]
tt0119718	8	nm0000532	actor	\N	["Austin Cloquet"]
tt0119718	9	nm0001208	actor	\N	["Ortega Peru"]
tt0119718	10	nm0325023	actor	\N	["Schmitt"]
tt0119718	11	nm0867262	director	\N	\N
tt0119718	12	nm0698493	writer	written by	\N
tt0119718	13	nm0792624	writer	written by	\N
tt0119718	14	nm0617147	producer	producer	\N
tt0119718	15	nm0851699	composer	\N	\N
tt0119718	16	nm0155598	cinematographer	director of photography	\N
tt0119718	17	nm0588998	editor	\N	\N
tt0119718	18	nm0660661	editor	editor	\N
tt0119718	19	nm0004330	editor	\N	\N
tt0119718	20	nm0414708	casting_director	\N	\N
tt0119718	21	nm0743638	casting_director	\N	\N
tt0119718	22	nm0929823	production_designer	\N	\N
tt0119844	1	nm0239152	actress	\N	["Clotilde"]
tt0119844	2	nm0891424	actor	\N	["The Father"]
tt0119844	3	nm0513491	actress	\N	["Tina"]
tt0119844	4	nm0751917	actress	\N	["Eduarda"]
tt0119844	5	nm0210217	actress	\N	["Whore"]
tt0119844	6	nm0785260	actor	\N	["Clotilde's Husband"]
tt0119844	7	nm0854094	actress	\N	["Nurse"]
tt0119844	8	nm0600289	actress	\N	["Friend"]
tt0119844	9	nm0239155	actress	\N	["Friend"]
tt0119844	10	nm0520006	actress	\N	\N
tt0119844	11	nm0182276	director	\N	\N
tt0119844	12	nm0182276	writer	\N	\N
tt0119844	13	nm0104418	producer	producer	\N
tt0119844	14	nm0532693	cinematographer	\N	\N
tt0119844	15	nm0060495	editor	\N	\N
tt0119844	16	nm0104412	production_designer	\N	\N
tt0119918	1	nm0191906	actor	\N	["Winnie the Pooh"]
tt0119918	2	nm0191906	actor	\N	["Skullasaurus growls"]
tt0119918	3	nm0191906	actor	\N	["Tigger (singing)"]
tt0119918	4	nm0275835	actor	\N	["Piglet"]
tt0119918	5	nm0763052	actor	\N	["Rabbit"]
tt0119918	6	nm0831254	actor	\N	["Owl"]
tt0119918	7	nm0191520	actor	\N	["Eeyore"]
tt0119918	8	nm0089603	actor	\N	["Christopher Robin"]
tt0119918	9	nm0001831	actor	\N	["The Narrator"]
tt0119918	10	nm0934593	actor	\N	["Tigger"]
tt0119918	11	nm0301696	actor	\N	["Christopher Robin (singing)"]
tt0119918	12	nm0686252	actor	\N	["Cave"]
tt0119918	13	nm0686252	actor	\N	["Worm"]
tt0119918	14	nm0315324	director	director	\N
tt0119918	15	nm0590316	writer	stories	\N
tt0119918	16	nm0315324	writer	screenplay	\N
tt0119918	17	nm0188349	writer	screenplay	\N
tt0119918	18	nm0315324	producer	producer	\N
tt0119918	19	nm0424710	composer	\N	\N
tt0119918	20	nm0859708	casting_director	voice casting director	\N
tt0120036	1	nm0000685	actor	\N	["John Wright"]
tt0120036	2	nm0000609	actor	\N	["Mann"]
tt0120036	3	nm0000332	actor	\N	["Sylvester Carrier"]
tt0120036	4	nm0569226	actor	\N	["Duke Purdy"]
tt0120036	5	nm0000363	actor	\N	["James Taylor"]
tt0120036	6	nm0738354	actress	\N	["Aunt Sarah"]
tt0120036	7	nm0005264	actress	\N	["Beulah (Scrappie)"]
tt0120036	8	nm0001598	actor	\N	["Lover"]
tt0120036	9	nm0740264	actor	\N	["Sheriff Walker"]
tt0120036	10	nm0446070	actress	\N	["Fanny Taylor"]
tt0120036	11	nm0005436	director	\N	\N
tt0120036	12	nm0201304	writer	written by	\N
tt0120036	13	nm0005307	producer	producer	\N
tt0120036	14	nm0002354	composer	\N	\N
tt0120036	15	nm0421528	cinematographer	director of photography	\N
tt0120036	16	nm0134164	editor	\N	\N
tt0120036	17	nm0234864	casting_director	\N	\N
tt0120036	18	nm0843128	production_designer	\N	\N
tt0120143	1	nm0006670	actor	\N	["Little John"]
tt0120143	2	nm0426678	actor	\N	["Big John"]
tt0120143	3	nm0612330	actress	\N	["Sarah"]
tt0120143	4	nm0454306	actor	\N	["Boss"]
tt0120143	5	nm0072093	actor	\N	["Office Worker"]
tt0120143	6	nm2396923	actor	\N	["Office Worker"]
tt0120143	7	nm2578914	actress	\N	["Office Worker"]
tt0120143	8	nm0541449	director	\N	\N
tt0120143	9	nm0541449	writer	\N	\N
tt0120143	10	nm0578446	producer	producer	\N
tt0120143	11	nm0819073	cinematographer	\N	\N
tt0120143	12	nm0247383	production_designer	\N	\N
tt0120316	1	nm0746896	actor	\N	["Guy Jamieson"]
tt0120316	2	nm0000949	actress	\N	["Lizzie"]
tt0120316	3	nm0640323	actress	\N	["Jenny"]
tt0120316	4	nm0929433	actress	\N	["Poppy"]
tt0120316	5	nm0300562	actor	\N	["Dr. O'Hara"]
tt0120316	6	nm0602190	actress	\N	["Mrs. Jamieson"]
tt0120316	7	nm0743682	actor	\N	["Mr. Jamieson"]
tt0120316	8	nm0409733	actress	\N	["Catriona Younger"]
tt0120316	9	nm0667706	actress	\N	["Catriona Older"]
tt0120316	10	nm0711274	actor	\N	["Dominic"]
tt0120316	11	nm0637458	director	\N	\N
tt0120316	12	nm9562983	writer	original screenplay	\N
tt0120316	13	nm0795478	producer	producer	\N
tt0120316	14	nm0035469	composer	\N	\N
tt0120316	15	nm0589794	cinematographer	\N	\N
tt0120316	16	nm0044064	editor	\N	\N
tt0120316	17	nm0732379	casting_director	\N	\N
tt0120316	18	nm0666159	production_designer	production_designer	\N
