title,rating,ratingDescription,release year,user rating score,user rating size,title_normalized,is_top_1000,titleType,isAdult,runtimeMinutes,genres,averageRating,numVotes,seasonNumber,episodeNumber,actors_list,directors_names,writers_names,success_score
the very hungry caterpillar and other stories,tv-y,10,True,,82,the very hungry caterpillar and other stories,False,video,False,31,animation,7.5,81,,,"brian cummings,jonathan benair,rob gibbs,andrew goff,eric carle,patrick denny",andrew goff,eric carle,33.0503943544819
the hero of color city,g,35,True,,82,the hero of color city,False,movie,False,77,"adventure,animation,family",3.9,791,,,"rosie perez,wayne brady,tom lowell,jess harnell,frank gladstone,robin howard,jess kedward,j.p. mccormick,kirsty peart,rich raczelowski,angel roché jr.,philip a. cruden",frank gladstone,"jess kedward,j.p. mccormick,kirsty peart,rich raczelowski",26.03078942807626
the little engine that could,g,35,True,,82,the little engine that could,False,movie,False,83,"animation,family",5.6,450,,,"corbin bleu,elliot m. bour,david koepp,john kamps,cliff ruby,elana lesser,heitor pereira,jamie thomason",elliot m. bour,"david koepp,john kamps,cliff ruby,elana lesser,watty piper,bob destri hilgenberg",34.224217101215
the little engine that could,g,35,True,,82,the little engine that could,False,tvepisode,False,30,talk-show,7.8,6,4,9,"tony goldmark,matthew grubb,logan ridenbaugh",logan ridenbaugh,"matthew grubb,logan ridenbaugh",15.178099162631442
delhi safari,pg,60,True,,82,delhi safari,False,movie,False,96,"adventure,animation,comedy",5.5,2086,,,"girish dhamija,nikkhil advani,rahul awate,suresh nair,anupama patil,kishor patil",nikkhil advani,"nikkhil advani,rahul awate,girish dhamija,suresh nair,milap zaveri",42.039155988924605
pound puppies,tv-y,10,True,,82,pound puppies,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
monster math squad,tv-g,35,True,,82,monster math squad,False,tvseries,False,30,animation,6.3,48,,,"julie sype,annick obonsawin,jacob ewaniuk",william gordon,"andrew anningson,james backshall,richard clark,jennifer daley,john davie,william gordon,jeff rosen,andrew sabiston",24.518467878096946
care bears: welcome to care-a-lot,tv-y,10,True,,82,care bears: welcome to care-a-lot,False,tvseries,False,30,"animation,family",5.4,212,,,"david lodge,michaela dean,stephanie sheh,nayo wallace,michael sinterniklaas,melissa mabie,peter anderson",jeff gordon,"steve aranguren,ross berger,chara campanella,linda edwards,muriel fahrion,evan gore,jimmy hibbert,amy keating rogers,elena kucharik,elana lesser,heather lombard,kevin monk,cindy morrow,dave polter,corey powell,cliff ruby,tom schneider,ralph shaffer,eugene son,michael g. stern,aaron vattano,clark wiley,mike yank",28.9509776948309
clifford's puppy days,tv-y,10,True,,82,clifford's puppy days,False,tvseries,False,30,"animation,comedy,family",6.6,404,,,"lara jill miller,henry winkler,jess harnell,kath soucie,latonya holmes,norman bridwell","bob doucette,joey ahlbum","norman bridwell,martha atwater,suzanne collins,deborah forte,jef kaminsky,jessica wollman,frederick stroppel,marcy brown,dennis haley,sindy mckay,dev ross,baz hawkins,james ponti,peter bakalian,jeff borkin,tish rabe,alan goodman",39.62565464290315
dinosaur king,tv-y7-fv,42,True,,82,dinosaur king,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
ribbit,pg,60,True,,82,ribbit,False,movie,False,88,"adventure,animation,comedy",4.1,777,,,"sonny franks,kennie dowle,chuck powers,mamat khalid,amir hafizi,shireen m. hashim","chuck powers,mamat khalid","amir hafizi,chuck powers",27.2925787491314
rooster doodle-doo,tv-g,35,True,,82,rooster doodle-doo,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
my animal friends,tv-y,10,True,,82,my animal friends,False,tvseries,False,15,family,7.8,6,,,unknown,ondrej zatecka,ondrej zatecka,15.178099162631442
worms,pg,60,True,,82,worms,False,movie,False,80,"adventure,animation,family",4.8,237,,,"gabriel bijos,isabella fiorentino,luiz sérgio navarro,paolo conti,romeu di sessa,thomas lapierre,marcos bernstein,melanie dimantas,paulo boccato,joana lúcia bocchini,henrique tanji,philippe arruda,klaus zanella schlickmann,jose guilherme delgado","paolo conti,arthur nunes","romeu di sessa,thomas lapierre,marcos bernstein,melanie dimantas,joana lúcia bocchini,paolo conti,arthur nunes,walter plitt quintin,demian moreira rios costa",26.26689923362308
worms,pg,60,True,,82,worms,False,tvepisode,False,30,comedy,7.8,6,1,7,aniela mcguinness,aniela mcguinness,aniela mcguinness,15.178099162631442
puffin rock,tv-y,10,True,,82,puffin rock,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the mr. peabody and sherman show,tv-y7,41,True,,82,the mr. peabody and sherman show,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
zoobabu,tv-y,10,True,,82,zoobabu,False,tvseries,False,23,animation,7.2,17,,,unknown,josé luis ucha,unknown,20.810676656852387
gon,tv-g,35,True,,82,gon,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
sid the science kid: the movie,tv-y,10,True,,82,sid the science kid: the movie,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
lego jurassic world: the indominus escape,tv-y7,41,True,,82,lego jurassic world: the indominus escape,False,tvminiseries,False,24,"action,adventure,animation",5.7,1123,,,"a.j. locascio,lauren lapkus,jake johnson,david gunning,bryce dallas howard",michael d. black,"jonathan callan,derek connolly,michael crichton,rick jaffa,james krieg,amanda silver,colin trevorrow",40.040499473585726
harry and the hendersons,pg,60,True,58.0,80,harry and the hendersons,False,movie,False,110,"comedy,family,fantasy",6.1,39552,,,"melinda dillon,margaret langrick,joshua rudoy,kevin peter hall,don ameche,william ontiveros,william dear,bill martin,ezra d. rappaport",william dear,"william dear,bill martin,ezra d. rappaport",64.57092062438254
cats & dogs,pg,60,True,,82,cats & dogs,False,movie,False,87,"action,adventure,comedy",5.2,64347,,,"elizabeth perkins,alexander pollock,miriam margolyes,myron natwick,doris chillcott,lauren k. robek,frank c. turner,lawrence guterman,john requa,glenn ficarra,craig perry,john debney,rick finney,michael a. stevenson",lawrence guterman,"john requa,glenn ficarra",57.574717889053034
atlantis: the lost empire,pg,60,True,96.0,80,atlantis: the lost empire,False,movie,False,95,"action,adventure,animation",6.9,142314,,,"jim varney,corey burton,claudia christian,don novello,jacqueline obradors,gary trousdale,kirk wise,tab murphy,joss whedon,don hahn,ellen keneshea,ruth lambert","gary trousdale,kirk wise","tab murphy,kirk wise,gary trousdale,joss whedon,bryce zabel,jackie zabel,david reynolds,plato",81.87400750841861
atlantis: the lost empire,pg,60,True,96.0,80,atlantis: the lost empire,False,tvepisode,False,30,"documentary,talk-show",7.8,6,,,unknown,unknown,unknown,15.178099162631442
tarzan & jane,g,35,True,,82,tarzan & jane,False,video,False,75,"adventure,animation,family",5.2,7968,,,"rene auberjonois,phil proctor,steve loter,victor cook,don mackinnon,edgar rice burroughs,bill motz,bob roth,mirith j. colao,jamie thomason","steve loter,victor cook,don mackinnon,lisa schaffer","edgar rice burroughs,bill motz,bob roth,mirith j. colao,john behnke,rob humphrey,jim peterson,jess winfield,dave bullock,adam van wyk,tab murphy,bob tzudiker,noni white,madellaine paxson",46.713234325668296
atlantis: milo's return,g,35,True,79.0,80,atlantis: milo's return,False,video,False,70,"action,adventure,animation",5.0,12108,,,"james arnold taylor,cree summer,jacqueline obradors,don novello,corey burton,florence stanley,victor cook,toby shelton,tad stones,thomas hart,henry gilroy,kevin hopps,greg weisman","victor cook,toby shelton,tad stones","thomas hart,henry gilroy,kevin hopps,tad stones,steve englehart,marty isenberg,plato",47.00852128377183
batched,g,35,True,,82,batched,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
winnie the pooh: springtime with roo,g,35,True,,82,winnie the pooh: springtime with roo,False,video,False,65,"adventure,animation,comedy",6.3,2850,,,"david ogden stiers,kath soucie,john fiedler,saul blinkoff,elliot m. bour,tom rogers,a.a. milne,john a. smith,robert s. birchard,jamie thomason","saul blinkoff,elliot m. bour","tom rogers,a.a. milne",50.11917806014983
pooh's heffalump movie,g,35,True,,82,pooh's heffalump movie,False,movie,False,68,"adventure,animation,comedy",6.4,8950,,,"kyle stanger,john fiedler,nikita hopkins,kath soucie,frank nissen,brian hohlfeld,evan spiliotopoulos,a.a. milne,jamie thomason",frank nissen,"brian hohlfeld,evan spiliotopoulos,a.a. milne",58.236931435974014
kronk's new groove,g,35,True,,82,kronk's new groove,False,video,False,75,"adventure,animation,comedy",5.8,17100,,,"patrick warburton,tracey ullman,eartha kitt,david spade,wendie malick,john fiedler,saul blinkoff,elliot m. bour,tony leondis,michael labash,tom rogers,michael lucker,john a. smith,philip malamuth,jamie thomason,colin stimpson","saul blinkoff,elliot m. bour,robin steele","tony leondis,michael labash,tom rogers,mark dindal,michael lucker,david reynolds,chris williams",56.53197487781571
kronk's new groove,g,35,True,,82,kronk's new groove,False,tvepisode,False,30,talk-show,7.8,6,,,unknown,unknown,unknown,15.178099162631442
corpse bride,pg,60,True,91.0,80,corpse bride,False,movie,False,77,"animation,comedy,drama",7.4,314888,,,"tracey ullman,paul whitehouse,joanna lumley,tim burton,mike johnson,carlos grangel,john august,caroline thompson,allison abbate,danny elfman,pete kozachik","tim burton,mike johnson","tim burton,carlos grangel,john august,caroline thompson,pamela pettler",93.68381851318428
disney animation collection: vol. 2: three little pigs,tv-g,35,True,,82,disney animation collection: vol. 2: three little pigs,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
underdogs,pg,60,True,,82,underdogs,False,movie,False,85,"adventure,animation,comedy",6.4,10808,,,"federico cecere,luciana falcón,horacio fontova,fabián gianola,roberto kim,lucía maciel,david masajnik,juan josé campanella,eduardo sacheri,gastón gorali,axel kuschevatzky,emilio kauderer",juan josé campanella,"eduardo sacheri,gastón gorali,juan josé campanella,axel kuschevatzky,roberto fontanarrosa",59.4440601562637
underdogs,pg,60,True,,82,underdogs,False,movie,False,102,"drama,family,sport",5.8,1234,,,"william mapother,charlie carver,doug dearth,david latham,benjamin suarez,michael mayhew",doug dearth,"david latham,benjamin suarez",41.28919224456005
underdogs,pg,60,True,,82,underdogs,False,video,False,30,"action,short",8.6,5,,,"mario salvati,gerardo mello,diego ezequiel,diego giglio,diego sanchez,sofia wilkinson,sergio mastroberti",sergio mastroberti,unknown,15.409131435361273
yellowbird,pg,60,True,,82,yellowbird,False,movie,False,90,"adventure,animation,comedy",5.5,1930,,,"yvette nicole brown,christian de vita,antoine barraud,cory edwards,benjamin renner,nicky baker,fabienne alvarez-giro,gaelle vergara",christian de vita,"antoine barraud,cory edwards,benjamin renner,nicky baker",41.61186305335683
mr. magoo,pg,60,True,,82,mr. magoo,False,movie,False,87,"adventure,comedy,family",4.1,16610,,,"stanley tong,pat proft,tom sherohman,donna morong,marcia ross",stanley tong,"pat proft,tom sherohman",39.84306366251341
air bud: world pup,g,35,True,,82,air bud: world pup,False,video,False,83,"comedy,drama,family",4.5,3499,,,"kevin zegers,brodie biles,bill bannerman,kevin dicicco,mick whiting,robert vince,anne vince,ian fodie,ellie kanner",bill bannerman,"kevin dicicco,mick whiting,robert vince,anne vince,paul tamasy,aaron mendelsohn",36.722332113648775
baby's day out,pg,60,True,71.0,80,baby's day out,False,movie,False,99,"adventure,comedy,crime",6.2,58426,,,"joe mantegna,brian haley,fred thompson,matthew glave,adam robert worton,jacob joseph worton,patrick read johnson,john hughes,janet hirshenson",patrick read johnson,john hughes,68.04830702260305
blank check,pg,60,True,93.0,80,blank check,False,movie,False,93,"comedy,crime,family",5.3,23238,,,"brian bonsall,karen duffy,jayne atkinson,michael faustino,tone loc,rupert wainwright,blake snyder,colby carr,bill pope",rupert wainwright,"blake snyder,colby carr",53.28401205813488
heavyweights,pg,60,True,74.0,80,heavyweights,False,movie,False,97,"comedy,drama,family",6.6,32185,,,"tom mcgowan,aaron schwartz,david goldman,joseph wayne miller,cody burger,allen covert,nancy ringham,seth st. laurent,steven brill,judd apatow,victor hammer,lynda gordon,stephen storer",steven brill,"judd apatow,steven brill",68.5032932388977
inspector gadget 2,g,35,True,,82,inspector gadget 2,False,video,False,89,"action,comedy,crime",3.5,7510,,,"french stewart,alex zamm,andy heyward,jean chalopin,bruno bianchi,ron anderson,peter m. green",alex zamm,"andy heyward,jean chalopin,bruno bianchi,ron anderson,william robertson,alex zamm",31.234433620901044
air bud: spikes back,g,35,True,,82,air bud: spikes back,False,video,False,87,"comedy,family,sport",4.0,2291,,,"darren j. birch,christopher bishop,brian dobson,nicholas harrison,c. ernst harth,mike southon,kevin dicicco,robert vince,anne vince,anna mcroberts",mike southon,"kevin dicicco,robert vince,anne vince,anna mcroberts,paul tamasy,aaron mendelsohn",30.94872031133852
d2: the mighty ducks,pg,60,True,70.0,80,d2: the mighty ducks,False,movie,False,106,"comedy,drama,family",6.1,44551,,,"kathryn erbe,michael tucker,jan rubes,carsten norgaard,maria ellingsen,joshua jackson,shaun weiss,matt doherty,sam weisman,steven brill,jon avnet,jordan kerner,mark irwin,lynda gordon",sam weisman,steven brill,65.29691518414398
"honey, i shrunk the kids",pg,60,True,80.0,80,"honey, i shrunk the kids",False,movie,False,93,"adventure,comedy,family",6.4,172513,,,"rick moranis,matt frewer,marcia strassman,kristine sutherland,thomas wilson brown,jared rushton,amy o'neill,robert oliveri,carl steven,mark l. taylor,joe johnston,stuart gordon,brian yuzna,ed naha,tom schulman,penney finkelman cox,michael a. stevenson,lynda gordon",joe johnston,"stuart gordon,brian yuzna,ed naha,tom schulman",77.1726954981158
air buddies,pg,60,True,,82,air buddies,False,video,False,80,"adventure,comedy,family",4.7,4588,,,"cascy beddow,kelly chapek,jarvis dashkewytch,irene karas loeper,robert vince,anna mcroberts,phil hanley,kevin dicicco,mike southon",robert vince,"robert vince,anna mcroberts,phil hanley,kevin dicicco,paul tamasy,aaron mendelsohn",39.627661847655716
dr. dolittle: tail to the chief,pg,60,True,,82,dr. dolittle: tail to the chief,False,video,False,85,"comedy,family",3.9,3022,,,"kwesi ameyaw,christopher gaze,craig shapiro,matt lieberman,hugh lofting,kathleen laccinole",craig shapiro,"matt lieberman,hugh lofting,kathleen laccinole",31.25461947963989
flicka 2,pg,60,True,,82,flicka 2,False,video,False,96,family,5.9,1891,,,"patrick warburton,tammin sursok,reilly dolman,michael damian,jennifer robinson,mary o'hara",michael damian,"jennifer robinson,mary o'hara",44.51779952270976
h2o: just add water,tv-pg,70,True,74.0,80,h2o: just add water,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
dolphin tale,pg,60,True,,82,dolphin tale,False,movie,False,113,"drama,family",6.8,26339,,,"morgan freeman,harry connick jr.,nathan gamble,cozi zuehlsdorff,austin highsmith garces,charles martin smith,karen janszen,noam dromi,richard ingber,broderick johnson,andrew a. kosove",charles martin smith,"karen janszen,noam dromi",69.21613903202146
dolphin tale,pg,60,True,,82,dolphin tale,False,tvepisode,False,30,adventure,7.8,6,1,10,"charles martin smith,harry connick jr.,morgan freeman,nathan gamble,steven samblis,cozi zuehlsdorff",steven samblis,steven samblis,15.178099162631442
step dogs,tv-pg,70,True,,82,step dogs,False,movie,False,82,"comedy,family",4.5,617,,,"lee tockar,brittney wilson,geoff anderson,willem wennekers,holly baird",geoff anderson,willem wennekers,28.91919805855961
mia and me,tv-y,10,True,,82,mia and me,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
russell madness,pg,60,True,,82,russell madness,False,movie,False,92,"family,sport",4.3,762,,,"david milchard,steve richmond,ameko eks mass carroll,mason vale cotton,robert vince,anna mcroberts,aaron brooks,kirsten hansen,mark irwin",robert vince,"anna mcroberts,robert vince,aaron brooks,kirsten hansen,michael teigen",28.540209534523164
russell madness,pg,60,True,,82,russell madness,False,tvepisode,False,30,family,7.8,6,,,kristin holt,kristin holt,unknown,15.178099162631442
wiener dog internationals,g,35,True,,82,wiener dog internationals,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
pup star,g,35,True,,82,pup star,False,tvepisode,False,30,"news,short",7.8,6,,,unknown,unknown,unknown,15.178099162631442
pup star,g,35,True,,82,pup star,False,video,False,92,"comedy,family,music",4.4,572,,,"carla jimenez,makenzie moss,jonathan mangum,kaitlyn maher,robert vince,kirsten hansen,anna mcroberts,michael teigen,mark irwin,eric norlin",robert vince,"kirsten hansen,anna mcroberts,michael teigen,robert vince",27.943897153544857
precious puppies,tv-g,35,True,,82,precious puppies,False,movie,False,53,documentary,6.1,81,,,"lizzy lovette,greg grainger,ray munro",greg grainger,unknown,26.880987408311945
beary tales,tv-g,35,True,,82,beary tales,False,movie,False,51,documentary,8.2,92,,,"hira klatt,marcella muller,angelika sigl,malsehn bmbii,györgy boros,karel broz,jan liigeg,christian scholz","hira klatt,marcella muller,angelika sigl",unknown,37.1673158438567
