tconst	directors	writers
tt0182576	nm1398960,nm1462498,nm0793804,nm0585086,nm0392146,nm2638975,nm1108814,nm0943118,nm2531622,nm2835602,nm0891331,nm0453606,nm3196934,nm0809823,nm0693933,nm0849276,nm0688913,nm1401131,nm0227204,nm0597671,nm0727518,nm0066548,nm0949906,nm0939997,nm0296586,nm0217317,nm0384285,nm1479393,nm1202515,nm0444054,nm1193561,nm0012682,nm0719952,nm1016094,nm0004257,nm0418480,nm0616742,nm0778772,nm0458647,nm1201471,nm1147126	nm0532235,nm0958412,nm1163667,nm0576761,nm1643999,nm3252674,nm5736937,nm2810295,nm0097504,nm2213739,nm4183757,nm2277726,nm2196387,nm0968998,nm2212700,nm3633160,nm2881444,nm0896742,nm2923458,nm1714260,nm2151071,nm0422277,nm1113591,nm0378262,nm1510585,nm1807216,nm1396611,nm3004145,nm0807834,nm0792148,nm4383909,nm2129791,nm1254003,nm0604389,nm1406664,nm0101298,nm2157250,nm0417505,nm1152581,nm1273397,nm1273148,nm1113415,nm1113953,nm1164957,nm0963386,nm2401797,nm0963341,nm0963392,nm1953736,nm0963343,nm0329047,nm1328139,nm0088546,nm0780262,nm0716396,nm0232981,nm1054832,nm1968387,nm5865946,nm3061729,nm7957459,nm7029677,nm0388849,nm0657763,nm0490802,nm2244947,nm1462498,nm0891331,nm1823371,nm0608034,nm0416853,nm3973366,nm0012100,nm1984174,nm0561826,nm0746573,nm0940136,nm0032219,nm0558577,nm0364195,nm0932302,nm0549354,nm3926566,nm3231144,nm0002005
tt0183515	\N	nm0411127
tt0183919	nm0140241	nm0692180
tt0184598	\N	\N
tt0184746	nm0687745	nm0039350,nm0559320
tt0185636	nm0436331	\N
tt0185842	nm0408033	nm0368074
tt0186311	nm0249923	nm3166758,nm2952155
tt0186778	\N	\N
tt0189468	nm0458919	nm0458919,nm1758001
tt0189810	nm0005290	nm0192463
tt0191464	nm0478418	nm0478418
tt0191594	nm0797625	nm0797625
tt0194477	nm0205986	nm0736251,nm0888539
tt0196715	nm0749484	nm0438409,nm0824274,nm0888539
tt0197230	nm0490099	nm0456946,nm0880204
tt0198066	\N	\N
tt0198556	nm0674600	nm0188544
tt0199647	nm1258735	\N
tt0200009	nm0869212	nm1547831,nm1549302,nm0000636
tt0200276	nm0592808,nm0336241,nm0772095,nm0322128,nm0005041,nm0592813,nm0002704,nm0054077,nm0646440,nm0950506,nm0372877,nm0076997,nm0851930,nm0434571,nm0075669,nm0171315,nm0771493,nm1879589,nm0118530,nm0237292,nm0499724,nm0424800,nm0762541,nm0769135,nm0838198,nm0031398,nm0257554,nm0330057,nm0404509,nm0424594,nm0934525,nm0638354,nm0920318,nm0258128,nm0390103,nm0562470,nm0440105,nm0001460,nm0001513,nm0005204,nm0793455	nm0815070,nm1263223,nm1108368,nm1274355,nm0324611,nm1802857,nm1339659,nm1328493,nm1286027,nm1283212,nm0801757,nm0640713,nm0714864,nm0932738,nm0920274,nm0266468,nm0633425,nm0128082,nm0322057,nm0616685,nm0008823,nm0282378,nm0818313,nm0949722,nm0663197,nm0166498,nm0196932,nm0432612,nm0925966,nm0651592,nm0719734,nm1709269,nm10296672,nm0047976,nm0336241
tt0200716	nm0571959	nm0973497
tt0200924	nm0813603	\N
tt0203259	nm0211523,nm0686853,nm0504716,nm0002728,nm0152650,nm0053157,nm0538744,nm0593576,nm0286517,nm0696309,nm0793455,nm0806252,nm1226492,nm0952352,nm0001726,nm0002127,nm0438279,nm0380802,nm0467646,nm0076681,nm0229650,nm0798517,nm0852676,nm0197700,nm0002835,nm0276317,nm0908833,nm0570995,nm4169505,nm0215123,nm0003497,nm0549685,nm0646895,nm0592808,nm0394012,nm0385151,nm0322128,nm0742819,nm0921625,nm0703867,nm0080601,nm0066584,nm0666508,nm0005113,nm0940668,nm2343031,nm0001139,nm2581581,nm0735504,nm0921464,nm0069513,nm0315298,nm0327064,nm0961594,nm0124079,nm0424800,nm0427880,nm0575389,nm0144301,nm0444709,nm0582721,nm0792309,nm0956910,nm0111391,nm0616254,nm0159154,nm0552140,nm0066218,nm0005165,nm0755261,nm0258066,nm0333239,nm0371348,nm0533713,nm0005204,nm0487112,nm0264220,nm0998575,nm0714844,nm0187091,nm0106230,nm0002399,nm0823068,nm0110644,nm2834669,nm0005154,nm0571964,nm0172877,nm0067090,nm0343622,nm0005116,nm0663101,nm0726638,nm5636147,nm1003076	nm0937725,nm0552588,nm0500329,nm4092295,nm0219693,nm8336127,nm3811045,nm6235332,nm1108104,nm11008357,nm0357671,nm0676892,nm1332931,nm7325357,nm2920890,nm1286496,nm3977073,nm0566972,nm0289100,nm1028478,nm0269763,nm6829028,nm0922388,nm0125322,nm1161696,nm4445335,nm0155961,nm2604261,nm6077508,nm0361927,nm0958418,nm1038953,nm0874276,nm0326734,nm2383893,nm1038120,nm1157808,nm0842478,nm0438432,nm0248580,nm2456804,nm1775867,nm0179244,nm0046371,nm0596711,nm1637526,nm1620470,nm2201310,nm4386227,nm0675219,nm1031878,nm1871198,nm0622250,nm1308578,nm4546012,nm0364709,nm0657970,nm0121653,nm0447721,nm0467644,nm2373535,nm2813715,nm6984474,nm2344866,nm5522858,nm3681143,nm0308194,nm1889799,nm0067619,nm0282105,nm0300800,nm0324611,nm1469599,nm1802857,nm3278327,nm0104333,nm8574515,nm8756916,nm6661618,nm5599697,nm4871795,nm11740658,nm0138733,nm6125362,nm1305404,nm0049569,nm0362379,nm1031554,nm1002023,nm0132319,nm0342057,nm0651580,nm0733149,nm0827873,nm0919098,nm0295286,nm1922620,nm0963382,nm0202997,nm1500876,nm1844375,nm0506027,nm0081299,nm0029556,nm0398986,nm0519666,nm0265011,nm0271123,nm0642668,nm5863438,nm2396827,nm1631709,nm2078312,nm1779986,nm1809263,nm5665780,nm6086835,nm0785352,nm0161859,nm13186689
tt0205131	nm0922304	nm0837989
tt0206229	nm0459571,nm0790268	nm0064510,nm1175182,nm0459571,nm0790268
tt0206353	nm0807923	\N
tt0206366	nm0354691,nm0160476	nm0166545,nm3006387,nm0241416,nm0905163
tt0207972	nm0551128	nm0575293,nm0576070,nm0153377
tt0208185	nm0565119,nm0859708,nm1902232	nm0329879,nm0137575
tt0209475	nm0788202	nm0266184,nm0963400
tt0209994	nm0000080	nm0000080,nm0930241
tt0210883	nm0561922	\N
tt0212225	\N	nm0270761
tt0212543	nm0056492	nm0765403,nm0500090
tt0212774	nm0433298	nm0433298
tt0212829	\N	nm0002966
tt0215044	nm0943363	nm0943363,nm0440266
tt0216199	nm0074072	nm0074072,nm0113544
tt0216811	nm0832905	nm0832905
tt0216812	\N	nm0825799
tt0217634	nm0177356	nm0651570
tt0218199	nm0297105	nm0297105,nm0417499
tt0219285	nm1173410,nm1173226	nm2418530
tt0219432	\N	\N
tt0219843	nm2360852	\N
tt0220119	nm0055303	nm0055303,nm0241416,nm0544659,nm0633147
tt0221027	nm0001130	nm0692051,nm0571346,nm0001024
tt0221100	\N	nm1640030,nm1597712
tt0224454	nm1073151	nm0660212
tt0226093	nm1007480	nm0814274
tt0226767	nm0000755	nm0832456
tt0226985	nm0822119	\N
tt0226987	nm0475696	nm0849479
tt0230011	nm0873779,nm0936374	nm0614742,nm0936374,nm0873779,nm0923736,nm0007233,nm0951392,nm0721675,nm0686817
tt0230906	nm0023921	\N
tt0231050	nm0031407,nm0469674,nm7592400,nm0782877,nm2837448,nm0566332	nm0489834,nm0258268,nm1068213,nm0359584,nm0566332,nm0847503,nm0469674,nm0462099,nm1241451,nm0959983
tt0232220	nm0262763,nm0262902	nm0262763,nm0262902
tt0233041	nm0653797	nm0041143,nm1434696,nm0114180,nm0287149,nm1159174,nm1622245,nm0571066,nm0674902,nm1093722,nm0842468,nm0743361,nm0370081,nm0349843,nm0065506,nm0833666,nm1115084,nm0319175,nm0140105,nm0572397,nm1085846,nm1587020,nm0365533,nm0905173,nm0382655,nm0382614,nm0848091,nm0188349,nm2715080,nm0783889,nm0824900,nm0363393,nm2862098,nm0578859,nm0465576,nm1646429
tt0233277	nm0875744	nm0122364,nm0927618
tt0233712	nm0368124	nm0597066
tt0234182	nm0954066	nm0756686
tt0235781	nm0450095	nm1415666
tt0236508	nm0538297	\N
tt0236908	nm0724436,nm0129664,nm0814295,nm0165394,nm0515005,nm0820065,nm1541845,nm0780922,nm0875879,nm0873111	nm0017447,nm0458807,nm0918852,nm0297545,nm0544870,nm2242750,nm0805133,nm0918857
tt0238470	nm1159266	nm0904660
tt0238784	nm0044803,nm0792371,nm0518910,nm0155117,nm0650905,nm0003150,nm0224683,nm0657763,nm0956910,nm0322128,nm0541562,nm0006616,nm0385151,nm0075669,nm0733415,nm0235092,nm0002887,nm0002973,nm0027413,nm0281869,nm0632382,nm0762541,nm0258748,nm0337675,nm0485878,nm0500444,nm0545763,nm0007008,nm0235852,nm0283943,nm0326837,nm0392237,nm0056006,nm0565892,nm0601963,nm0333239,nm0343687,nm0485637,nm0490792,nm0579318,nm0625065,nm0776317,nm0795407,nm0926526,nm0001601	nm0792371,nm0657763,nm0456990,nm1129488,nm0742749,nm0493018,nm0919043,nm1118282,nm0044828,nm1646565,nm0494983,nm0033154,nm0260870,nm0073790,nm0695080,nm0956785,nm1463273,nm0009178,nm0268915,nm0463176,nm0782360,nm0914109,nm0374302,nm0518366,nm0849654,nm0006815,nm0703182,nm0709921,nm1205551,nm1119038,nm2217962
tt0239395	nm0349183	nm0720135,nm0275629
tt0240301	nm0358759	nm0241416,nm0828183
tt0242964	\N	\N
tt0243089	nm0652969	\N
tt0243848	nm0784388	nm0169244,nm0501134
tt0246406	nm0571959	nm0571959
tt0247852	nm0047230,nm0412849,nm0332985,nm0123598,nm2753319,nm0909239,nm0310520,nm3054750,nm0201438,nm1626339,nm14792624,nm0483324,nm0001565,nm0658482,nm0714116,nm4040237,nm0372737,nm0477617,nm0589067,nm0712384,nm0877417,nm0550096,nm6634171	nm4927617,nm0328690,nm0000636,nm0909239
tt0247882	nm1521553,nm1793817,nm6078746	nm3378316,nm1847681,nm0293171,nm0792745,nm0235866,nm0782975
tt0249195	nm0885993	nm0943213,nm1123654
tt0250144	\N	\N
tt0250274	nm0362544	nm0362544
tt0250586	nm0387293,nm0512689	\N
tt0251127	nm0677953	nm0018630,nm0519009,nm0118649,nm0716391,nm0824882
tt0254529	nm0324516,nm0651005	nm0324516,nm0651005
tt0255018	\N	\N
tt0255178	nm0796504	nm0796504
tt0257233	nm0002576	\N
tt0259649	\N	nm0241416
tt0259650	nm0386498	nm0241416,nm8593497
tt0259651	nm0053484,nm0360253	nm0241416,nm0507137,nm0417691
tt0259686	nm0412108	nm0073664,nm0412108
tt0259688	nm0130633,nm0693516	nm0241416
tt0261366	nm0283669	\N
tt0262151	nm0514522,nm1049492,nm0924289,nm2052014,nm0378600,nm2053175,nm0230669,nm0582798,nm0754678,nm2236453,nm0168340,nm1731863	nm0975298,nm1825503,nm1403045,nm1802799,nm1015758,nm1049492,nm0382506,nm1836368,nm2243388,nm2268084,nm0064609,nm2266623,nm8165605,nm0469740,nm2271767,nm4736088,nm1243910,nm2693805,nm1130494,nm2722926,nm8137636,nm16950331,nm0447480,nm0781181,nm3203459,nm1635527,nm2474089,nm2009115,nm0020372,nm0179810,nm4497687,nm0696305,nm5148340,nm0455009,nm1329871,nm0953650
tt0267913	nm0331532	nm0348181,nm0864471,nm0360253,nm0053484
tt0271945	nm0013041	nm0766837,nm0294067,nm0013041,nm0745930,nm0913966,nm0658049
tt0272876	nm2035704	\N
tt0275137	nm0525665,nm0722713	nm0004170,nm0551376,nm0795975,nm0796950,nm0075487,nm0568336,nm0283897,nm1250323,nm0474212,nm0227704,nm0394447,nm1132610,nm0880204,nm0522454,nm0863622,nm4566692,nm0725983,nm2406394,nm0444634,nm0456158,nm1208498,nm0367982,nm1189825,nm1189346,nm4576033
tt0275477	nm3303491	nm3303491
tt0275629	nm0862308	nm3341894
tt0275847	nm0213450,nm0761498	nm0761498,nm0213450
tt0277477	nm0560066,nm2185342	nm0811842,nm10734058,nm10323203,nm0718449,nm1161178,nm0741945,nm0434930,nm2185342,nm8085130,nm16988639,nm2014251,nm2833665,nm1597712,nm15589368,nm6168642,nm2505554,nm5197345,nm1640030
tt0278213	nm0564971,nm0235066,nm0395023,nm0569696,nm0569697,nm0576940,nm0628345,nm0663613,nm0915007	nm0515921,nm0569696,nm0569697,nm0730018,nm0907778
tt0279583	\N	nm0756686
tt0280432	nm0872331	\N
tt0280686	nm0594635	\N
tt0282551	nm0057347	nm0278897
tt0282814	nm0034171	\N
tt0283657	\N	nm0742756
tt0283658	\N	\N
tt0283810	nm0799116	nm0241416,nm0799116
tt0283820	nm1358646	nm1358646
tt0284494	nm0264220	nm1023695,nm1118869
tt0286153	nm0994492	nm0996135
tt0286587	nm0197700	\N
tt0292070	nm0846328	nm1031995,nm0846328
tt0292816	\N	\N
tt0293268	nm0781907	nm0781907
tt0294002	nm0951197,nm0370559,nm0594724,nm1302664,nm0024930,nm0913779,nm0586736	nm0241416,nm0700578,nm0849107
tt0294208	nm0837485,nm0847688	nm1104534,nm0437498,nm1757259,nm0945832
tt0299575	nm0555778	\N
tt0300005	nm1076840	\N
tt0300082	nm0880880	nm0756686
tt0300151	nm0749456	\N
tt0300774	\N	\N
tt0301454	nm0005618	nm0382375,nm0150058,nm0080588,nm1201710,nm0732064,nm0005618
tt0303403	nm0687964	nm0687964,nm1221670
tt0303633	nm0591763	nm0601300,nm0728575
tt0306841	nm0266302	nm0418070,nm0214036,nm0833828,nm0591673
tt0307108	nm0870295	nm0870295
tt0308280	nm0796504	\N
tt0308374	nm0705127	nm0705127
tt0308807	nm0475424	\N
tt0309820	nm0863254	nm0859742,nm1268543
tt0309918	nm0410205	nm0410205
tt0312074	nm0032911	nm0032911
tt0313229	nm0140443	\N
tt0313233	nm0456080	nm0756329
tt0313680	nm0521425,nm0177328,nm0533557,nm1637540	nm0123194,nm0609600,nm0744793,nm0170195,nm1129619,nm1130037,nm0677215,nm0934897,nm1989960,nm0888333,nm0614742,nm0879318,nm0925276,nm1150425
tt0315608	nm2391552	\N
tt0317268	nm0062255	nm0062255
tt0317533	nm0418771	\N
tt0318913	nm2424570,nm0666548	nm0247653,nm0481990,nm0752728,nm0410810,nm1236653,nm0525591,nm1080564,nm0757027,nm1227651,nm1940179,nm2929909,nm1977931,nm2327344,nm2399856,nm0283897,nm0370081,nm1227393,nm0017447,nm0506719,nm0383664,nm1725022,nm1891181,nm2154903,nm0506718,nm11555025,nm0666548,nm0824900,nm0287482,nm0066313,nm4481722,nm0607004,nm0805824,nm2438664,nm0357239,nm2168746
tt0319082	nm1159548	nm1090239
tt0324622	nm0948577	nm1058090
tt0324854	nm1030254	nm1030254
tt0327135	nm0725607	nm0725607
tt0327597	nm0783139	nm0783139,nm0301274
tt0327913	nm0158810	nm1085907
tt0327914	nm0453678	nm1140274,nm1141940
tt0329414	nm0292419	nm0444696,nm0542642
tt0330251	nm0873266,nm1286340,nm0149669,nm0832369,nm0110644,nm0007082,nm0001282,nm0400486,nm0590889,nm0899364,nm0442229,nm0044803,nm0366004,nm0804556,nm0158966,nm0192845,nm0225416,nm0533744,nm0687964,nm0824882,nm0025978,nm0255802,nm0005303,nm0682757,nm0331296,nm0476201,nm0789366,nm0038517,nm0508883	nm1271093,nm0149669,nm1271884,nm1435062,nm0464934,nm0956330,nm1286340,nm0873266,nm1723110,nm0877587,nm0392977,nm0589390,nm1862167,nm1222792,nm0402804,nm0819506,nm0826627,nm1452688
tt0331632	nm0331532	nm0360253,nm0053484,nm0348181
tt0333460	nm0877783	\N
tt0334332	nm0064224	nm0064224
tt0334533	nm0119769	\N
tt0335587	nm1260783,nm0411459	nm1260783
tt0335613	\N	\N
tt0335881	\N	nm0093397,nm0561067
tt0337013	nm0250933	nm0756686
tt0337593	nm0857280	nm0039328,nm0236279
tt0337612	nm0301826	nm0301826
tt0337812	nm0005881	nm0225235,nm0898547,nm0898534,nm0574516,nm0848496,nm0578850
tt0337987	nm1047092	nm0241416,nm0865445
tt0338459	nm0001675	nm0001675
tt0339725	nm0097409	nm1473805
tt0342868	nm1290515	nm1290515
tt0343488	nm0531691	\N
tt0343607	nm0916098	nm1287112
tt0343616	nm0846314	nm0846314
tt0343936	nm1363752	nm2547098,nm0756686
tt0344864	nm0177328,nm0791401,nm0832309	nm0366554,nm0319667,nm0394447,nm0832309,nm1921680,nm0410810,nm0686817
tt0349166	nm0280541	nm0280541,nm1847952
tt0353399	nm0034229	\N
tt0354437	\N	\N
tt0355706	nm0329182	nm0329182
tt0356986	nm1283677	nm1283677
tt0358399	nm0806961	nm0107543
tt0358572	nm0448104	nm0448104
tt0359796	nm0302600	nm1045417
tt0362270	nm0027572	nm0027572,nm0000876
tt0363333	nm0370911	nm1545960,nm1912955,nm1374749,nm0514778,nm1378206,nm0664253,nm0749993
tt0363778	nm1407191	nm1407191
tt0364845	nm0807932,nm0641343,nm0923571,nm0926215,nm0942869,nm0956910,nm0140969,nm0113054,nm0884218,nm0508883,nm0385151,nm0726975,nm0571739,nm0395317,nm0118778,nm0171122,nm0916025,nm0505420,nm0941276,nm0379612,nm0593576,nm0255028,nm0650304,nm0185734,nm0915762,nm0197700,nm0946475,nm0069074,nm0561879,nm0870306,nm0503598,nm0003497,nm0779641,nm0743164,nm0838198,nm0533713,nm0005522,nm0035106,nm0942875,nm2079733	nm0069074,nm1453745,nm0082811,nm1766652,nm1731256,nm0931662,nm0136333,nm0770886,nm1066870,nm0827737,nm1240333,nm0321782,nm3860704,nm5434996,nm3090135,nm2003798,nm3963796,nm0825988,nm3156852,nm4375356,nm0909738,nm0773605,nm0445931,nm1862013,nm1158540,nm0107402,nm0592254,nm0275234,nm0077062,nm4534099,nm9110829,nm0335411,nm0603867,nm1548657,nm0587494,nm3014529,nm3681143,nm0168755,nm0471386,nm0780051,nm1145177,nm2181986,nm0900599,nm0189610,nm0228173,nm0957453,nm0657970,nm0343554,nm7697549,nm4929961,nm0751880,nm0214880,nm0583514,nm0608790,nm0329602,nm0593749,nm0602981,nm0887978,nm0182871,nm0437442,nm3353663,nm2171037,nm1770981,nm0008823,nm0638258,nm2931602,nm6902675,nm5169583,nm0324978,nm2384671
tt0367424	nm0638354,nm0255028,nm0485878,nm0550931,nm0813313,nm0934863,nm0942869	nm0123194,nm0471392,nm0171718,nm0108273,nm0514445,nm0225272,nm0809327,nm0628214,nm0718555,nm0800464
tt0368530	nm0695219,nm0424035,nm0777043,nm0205787,nm0942869,nm0125024,nm0038875,nm0225621,nm0468637,nm0177512,nm0385151,nm0318795,nm0002413,nm0502913,nm0295107,nm0480798,nm0141222,nm0004627,nm0558917,nm0124208,nm0502342,nm0163892,nm0000536,nm0330057,nm0001601,nm0235852,nm0446702,nm0336258,nm0629538,nm0343687,nm0470971,nm0601337,nm0067090,nm0095424,nm0005088,nm0485878,nm0760131,nm0810553,nm0002973,nm0333239,nm0787687,nm0836992,nm0909568,nm1827614,nm0614877,nm0002506,nm1762203	nm0777043,nm2030094,nm1618220,nm2193073,nm2193988,nm2428846,nm0039101,nm0749993,nm1241294,nm1008217,nm1283212,nm2531467,nm1014801,nm1997905,nm0703182,nm0113115,nm0882329,nm0147698,nm0675204,nm2355748,nm0445958,nm0281592,nm1665969,nm0996662,nm1004604,nm0357730,nm0395271,nm0457736,nm1030968,nm2643473,nm0881769,nm2946924,nm0614877,nm3427760,nm3408219,nm1576090,nm1837956,nm2118760,nm2763815,nm2254675,nm2560560,nm1465774
tt0369434	nm0008152	nm0252830
tt0369895	nm0196657	nm1206015
tt0371606	nm0227540	nm0227540,nm0448208,nm0070368,nm1943855,nm1201710
tt0372509	nm1398417	nm1206015
tt0374225	nm0554507	nm0748348
tt0375004	nm0373659,nm0656257	nm0373659,nm0656257
tt0375517	nm0006732	nm0006732
tt0377156	nm0234725,nm0013980	nm1434696,nm0041143,nm1056741,nm0287149,nm1622245,nm2821115,nm0835096,nm0114180,nm1159174,nm0571066,nm0743361,nm0370081,nm2055644,nm0048136,nm2454343,nm0704806,nm0329001
tt0378558	nm0347098	nm0347098,nm0756686
tt0378738	nm0783299	nm0106517
tt0379270	nm0918487	nm0918487
tt0379314	nm1443426	\N
tt0381147	nm1676035	nm1676035
tt0381225	nm0370749	nm0665505,nm0695415
tt0381673	nm1483086,nm1483845	\N
tt0381707	nm0005540	nm0005540,nm0915465,nm0005541,nm0568377,nm0811360,nm0177348
tt0381971	nm0639965	nm0442190,nm0108273,nm1597712,nm1640030
tt0382430	\N	nm0421259
tt0382572	nm0220652	nm0887015,nm0220652,nm1241506
tt0382817	nm0611337	nm1454573,nm0651570
tt0382937	nm0662810	nm1665958,nm0421079
tt0384050	nm1167592	nm1167592
tt0384293	nm1031064	nm1038885
tt0384582	\N	nm0123194,nm0173819
tt0384696	nm1291225,nm1074748	nm0737241,nm0590316
tt0386601	nm0994366	nm0994366
tt0389790	nm0971239,nm9054338	nm0000632,nm0272324,nm0546267,nm0732165,nm0552092,nm1166844
tt0390022	nm0000916	nm0084334,nm0169173,nm0000916
tt0391215	nm1515576	\N
tt0391302	nm1240556	nm1240556
tt0391425	nm0396207	nm0765104
tt0392360	nm0471452	nm0471452
tt0393421	nm1117802	nm0046168,nm0203246,nm1205838,nm0601472,nm1874822,nm1541806
tt0394181	nm0001327	nm0075276,nm0777209,nm0093748,nm0103784
tt0395699	nm0788202	nm0502073,nm0304830
tt0396375	nm0486748,nm0177356,nm0765856,nm0923613	nm1511431,nm0612232
tt0396641	nm0193599	nm0050618,nm0193599
tt0396711	nm0903177	nm0903177
tt0397442	nm0686184,nm0118665,nm0606845,nm0864936,nm0493778,nm0923571,nm0000530,nm0177512,nm0276317,nm0211523,nm1129488,nm0154819,nm2425648,nm0921089,nm0938490,nm0155117,nm0509183,nm0287409,nm0004883,nm0592813,nm0002132,nm0044803,nm0193554,nm0570995,nm1204568,nm0110644,nm0258128,nm0533744,nm0020491,nm0552140,nm0007096,nm0295107,nm0471862,nm0637458,nm0789834,nm0343687,nm0534850,nm1457361,nm0671992,nm0855613	nm1335634,nm0777300,nm1552853,nm2560560,nm0401465,nm2654194,nm3706989,nm2251660,nm1127336,nm0489539,nm2031188,nm0703182,nm1771570,nm0825774,nm0376429,nm1129488,nm3158797,nm1176881,nm2841432,nm3751211,nm1660891,nm0364423,nm3957224,nm4988193,nm2332207,nm3199846
tt0398417	nm1541845,nm1638871,nm0075331,nm0161125,nm0515005,nm0381817,nm1399631,nm2485136	nm0277730,nm0004170,nm0135184,nm2398585,nm0122334,nm0017447,nm0918852,nm0886759,nm0474212,nm0066313,nm1236653,nm0075487,nm0458764,nm0614999,nm0700133,nm0329213,nm0260870,nm0677956,nm0795975,nm0796950,nm0805133,nm0316043,nm0191036,nm0227704,nm0842391,nm0880204,nm0324713,nm1471248,nm1303925,nm0938379
tt0399914	nm1032348	nm1032348
tt0400030	nm2505826,nm1870695,nm1847623	nm7992403,nm2505826,nm2833508,nm5048932,nm4311704,nm4011753
tt0401398	nm1291225,nm1074748,nm0824655	nm1902232,nm1713427,nm0737241,nm0227540,nm0524710,nm0721675,nm0930261
tt0401410	nm0906413	nm0906413,nm1104594
tt0401785	\N	nm0236279,nm1623451
tt0405879	nm0734287,nm1595250	nm0734287,nm1595250
tt0406942	nm0501359	nm0501359
tt0407121	nm0632893	nm0389830,nm0818746,nm0590316
tt0407956	nm0629057	\N
tt0409591	nm1618147,nm0466899,nm2814969,nm1618152,nm1496044,nm4810876,nm2107345,nm1248804,nm10033411,nm1047542,nm1781925,nm1479700,nm1132853,nm0881583,nm2986520,nm3986893,nm4876238,nm3464791,nm4858573,nm7132503,nm0586736,nm0948400,nm2357330,nm9192777,nm2553357,nm1768204,nm3400755,nm0434633,nm1997933,nm1991988,nm0298019,nm2130447	nm1618263,nm0838572,nm0847503,nm1497242,nm1737449,nm5522951,nm2168851,nm0948412,nm1771604,nm2166090,nm0948928,nm5975086,nm4893887,nm1240448
tt0411008	nm0070474,nm0931724,nm0250267,nm0003163,nm0485637,nm0944981,nm0744794,nm0393661,nm0009190,nm0003733,nm0390103,nm0004610,nm0002377,nm0333239,nm0956910,nm0203215,nm0343622,nm0541677,nm0851930,nm0066584,nm0206259,nm0764776,nm0054077,nm0870295,nm0325845,nm0005522	nm0009190,nm0509340,nm0511541,nm2148402,nm0193681,nm0227704,nm0395271,nm0457736,nm0765438,nm3169366,nm1592205,nm1010175,nm1206844,nm0342057,nm0225272,nm1033788,nm0299236,nm0535348,nm0684374,nm1714574,nm1442234,nm0975307,nm1362905,nm2397784,nm1549211,nm0514445,nm0995597,nm0281957,nm1002023,nm0483354,nm1044428,nm1875838,nm1041459,nm1819118,nm1285774
tt0411490	nm1626350	nm1626350
tt0413573	nm0571727,nm0000739,nm0180085,nm0933156,nm0509183,nm0844358,nm0679764,nm0192030,nm0914368,nm0894225,nm0002704,nm0413828,nm0005022,nm0458868,nm0578162,nm0950506,nm0650304,nm0185734,nm0590889,nm1455688,nm0292419,nm0696309,nm0881038,nm0004500,nm0930898,nm0203215,nm0007096,nm0957198,nm0343687,nm0732233,nm0370723,nm0154079,nm0863990,nm0883219,nm0339178,nm0339111,nm0744794,nm0297489,nm0838198,nm0575598,nm0434320,nm2478453,nm0001282,nm0035060,nm0542960,nm0592808,nm0944981,nm0000655,nm0362734,nm0637458,nm0485637,nm0537199,nm0502900,nm0877617,nm0039402,nm0690186,nm1971220,nm2978148,nm4529807,nm13224985,nm0005339,nm0027413,nm0106368,nm0171315,nm0227781,nm0322128,nm0552140,nm0110644,nm0503598,nm0001601,nm0205542,nm0385151,nm0005088,nm0762541,nm0855613,nm0003733,nm0075669,nm0047458,nm0215123,nm0005041,nm1061992,nm0005204,nm0942869,nm0104851,nm0000243,nm0092575,nm0893207,nm0894628,nm2966154,nm0695445,nm2419726,nm5521198,nm1060984,nm0937306	nm0722274,nm9698564,nm1652155,nm2629239,nm9455294,nm2715597,nm2528015,nm3184028,nm1464895,nm3186529,nm0894628,nm7669507,nm7575404,nm1333505,nm2899307,nm5267869,nm9354541,nm10880837,nm10505162,nm1284169,nm2939882,nm6285266,nm14182081,nm1263223,nm1586791,nm0238035,nm0679764,nm1178832,nm2353156,nm0928696,nm4097439,nm11841274,nm1065725,nm0374302,nm0719823,nm8108153,nm1545960,nm2521206,nm0218914,nm0773370,nm0822748,nm0921298,nm1665969,nm0462835,nm0663489,nm1350416,nm17333517,nm5146968,nm4791766,nm2775540,nm1635250,nm0514445,nm0357730,nm1977228,nm2213960,nm2527230,nm0637497,nm2547449,nm1721731,nm2991438,nm3706989,nm4998426,nm1983565,nm0117857,nm5567881,nm1362049,nm8024377,nm7662799
