tconst	directors	writers
tt6587506	nm3100861,nm4734891	\N
tt6587532	nm3100861,nm4734891	\N
tt6587998	\N	\N
tt6591468	nm3168669,nm1348846,nm1858844,nm1435971	nm0469334,nm2465721,nm0614014,nm4042244
tt6603452	nm3977580	nm3977580
tt6605100	nm2459245	nm2422231,nm2638656
tt6605402	nm8578680	nm8578680
tt6607460	\N	\N
tt6610622	\N	\N
tt6611122	nm8657749	nm8657749,nm0473330,nm8827568
tt6616074	nm2154960	nm2154960
tt6620392	\N	\N
tt6624046	nm3895860	nm3895860
tt6626800	nm4803081	\N
tt6627096	nm8318948	nm8318948
tt6629188	nm1099439	nm2505733,nm2089364,nm1111638,nm0696027,nm1041597
tt6635088	\N	nm3509458,nm3509395,nm2703606
tt6635546	\N	\N
tt6642536	nm3055873	nm3055873,nm2976534
tt6649510	nm8849433	nm8849433
tt6660142	nm3463629	\N
tt6663180	nm8843428	nm8843428
tt6677422	\N	nm9103509
tt6678802	nm2325065	\N
tt6679086	nm1582493,nm2966054	nm1582493,nm2966054
tt6681364	\N	nm9103509
tt6681828	nm8391118	nm8391118
tt6683404	nm3563218	nm3563218
tt6684868	nm1898286	nm0231192
tt6687650	nm3869087	nm8630035,nm3869087
tt6687652	nm3005544	nm3005544
tt6687846	nm7936750	nm4698945
tt6688174	nm2196961	nm4349524,nm2908671
tt6692718	nm7460850	nm7460850
tt6696152	nm8851794	\N
tt6697052	\N	\N
tt6697374	\N	\N
tt6704844	nm0773968,nm1561267	nm8873207,nm8873208,nm8873209,nm8553492
tt6705768	nm5225170	nm2603893
tt6709066	nm3403880	nm3403880,nm3201769,nm5736301
tt6716640	nm8883431	nm8883431
tt6716932	nm1353709	\N
tt6718978	\N	\N
tt6719658	\N	\N
tt6723710	nm2013928,nm2014132,nm7494609,nm2010893,nm2967345	nm4697729,nm1639992
tt6725196	nm5374102,nm8892535	nm5374102
tt6728926	nm0912246	nm0912246
tt6732686	nm0907835	nm0283905,nm2062844,nm2453113,nm3756026
tt6733224	nm3373709,nm8896193	\N
tt6734338	nm8820483	nm8820483
tt6734528	nm4625272	nm4625272
tt6736782	nm0127373	nm0127373
tt6738136	nm0267287	nm0267287
tt6739536	nm2713162	nm2713162,nm2382719
tt6742730	nm0726642	nm1113539,nm0147700,nm1746309,nm1279721,nm0698095,nm0701445,nm0726978,nm2870358,nm3003983
tt6744912	nm2192245	nm2876644,nm4507102,nm5118077
tt6754362	nm6708373	nm6708373
tt6759770	nm3539230	nm3332798,nm6416756
tt6764142	nm5853942	nm5853942
tt6765312	nm4578191	nm4564556
tt6765354	nm5009697	nm5009697,nm4451883
tt6766396	\N	\N
tt6772672	nm6956211	nm6956211
tt6776494	\N	\N
tt6776794	nm2822215	\N
tt6777748	nm4508173	nm3044043
tt6780296	nm8923033,nm8923034,nm2417199	\N
tt6793562	\N	\N
tt6799800	nm5714249	nm4159945
tt6801446	nm2042695	nm1414840,nm2414113,nm7738527,nm2771158
tt6808922	nm8328246	\N
tt6811648	nm0875982	nm0253656,nm1209928,nm0051304
tt6815502	\N	\N
tt6816634	nm6650310	nm6650310
tt6817000	nm8160828	nm8160828
tt6817136	nm7707943	nm7707943,nm8941480,nm8941481
tt6817556	\N	nm6087981
tt6817710	\N	nm5579681,nm3145199
tt6819376	nm8310565	\N
tt6819874	nm8882367,nm5482274	nm8882367,nm5482274
tt6819934	nm8882367,nm5482274	nm8882367,nm5482274
tt6819980	nm8947312	nm8947312
tt6821838	\N	\N
tt6824314	nm8950121	nm8950122,nm8954982
tt6829016	nm8950870	nm8950870
tt6829636	\N	\N
tt6829672	\N	\N
tt6829694	\N	\N
tt6829700	\N	\N
tt6829714	\N	\N
tt6832674	nm8954868	nm8954869
tt6833456	nm0280396	nm0280396,nm2856066,nm4301180,nm2780525
tt6834314	\N	nm6087981
tt6837060	nm3809533	nm3809533
tt6837236	\N	\N
tt6837804	nm8958056	\N
tt6845254	nm8877728	nm8877728
tt6846318	nm0129898	nm0129898
tt6850902	nm0131117	nm16472846
tt6855856	nm8971195	\N
tt6861422	\N	nm2516511
tt6863510	nm1225956	nm1169531,nm1225956
tt6864568	nm2042695	nm1414840,nm2414113,nm7738527,nm2771158
tt6870038	nm6333480	\N
tt6870284	nm8968786	nm8968786
tt6872352	\N	nm3367843
tt6874878	nm6726295	nm6726295
tt6875114	nm0840097	nm0579912,nm0418116
tt6875414	nm8493679	nm8493679
tt6880412	\N	\N
tt6881778	\N	\N
tt6892096	nm3100861,nm4734891	\N
tt6896774	\N	nm9443493
tt6897124	nm8762079	nm8762079
tt6902018	nm8598456	nm8598456,nm8999817
tt6905226	\N	nm6351666
tt6908386	\N	nm0435312
tt6909846	nm1441566	nm6211716
tt6910352	nm5099875	nm5208385,nm5099875,nm3746644
tt6914060	\N	nm0004111,nm0372704
tt6914792	\N	\N
tt6917764	nm8757451	nm0566332
tt6925620	\N	\N
tt6927314	\N	\N
tt6943078	\N	\N
tt6949164	nm4366973	\N
tt6950338	\N	\N
tt6951546	nm1407728,nm1503373,nm3650999,nm1706251,nm0639802,nm7196868,nm1537173,nm0389445	nm11889554,nm9802231,nm3115173,nm10231032,nm3848783,nm1273397,nm1572852,nm5606439,nm12090232,nm4961496,nm3002180,nm1698580,nm1407728,nm3412420,nm2990908,nm4757453,nm3252674
tt6951966	nm9029353	nm7766362
tt6953828	nm8527290	nm8527290
tt6953914	nm2440538	\N
tt6958550	\N	\N
tt6959612	\N	\N
tt6959614	\N	\N
tt6961686	nm7090380	nm7090380,nm1656167
tt6963396	\N	\N
tt6963504	\N	\N
tt6964236	nm1732956	nm1733292
tt6964450	\N	\N
tt6964952	nm9036878	nm9036878
tt6966158	nm8480136	nm8480137,nm4844244,nm8480138,nm8549650
tt6968524	nm5093726	nm5093726
tt6969434	nm9039185	\N
tt6972668	nm4430473	nm4430473
tt6974362	\N	\N
tt6978090	\N	\N
tt6985788	nm1779939	nm0370474,nm3687965,nm1779939,nm3080603,nm1563150,nm3530852,nm7305367,nm2480981,nm7206229
tt6992046	nm7323480	nm7323480
tt6994138	\N	\N
tt6998488	nm4170788	nm7089399
tt6998560	nm0452022	nm0452022
tt7006540	nm0839233	nm2202590,nm0839233
tt7007904	nm6212430	nm6212430
tt7008602	nm0019723	nm8028557,nm7478640,nm2943476,nm8928665
tt7010666	nm2901096	nm1902240
tt7011230	nm0010367	\N
tt7014356	nm4671079	nm4671079
tt7017416	nm0513754	nm1378213,nm1618804
tt7017442	nm6650310	nm6650310
tt7018276	nm2327564	nm2708208,nm1016235
tt7018576	nm6043308	\N
tt7020050	\N	\N
tt7031940	nm4378017	nm4378017
tt7035182	nm9075696	nm9075696
tt7037458	nm3714599,nm8891234	nm3190326
tt7037524	nm9071214	nm9071214
tt7039152	nm0650304	nm0782739,nm1621092,nm5244008,nm8159434
tt7039166	nm0442828,nm10799775,nm4893486	nm0442828,nm2584046
tt7040098	nm0698283	nm0395275,nm0123434
tt7046124	nm3494686	\N
tt7046450	nm3494686	\N
tt7046662	nm3494686	\N
tt7047156	nm3494686	\N
tt7047634	nm3494686	\N
tt7047654	nm3494686	\N
tt7047798	nm3494686	\N
tt7047902	nm3494686	\N
tt7048038	nm3494686	\N
tt7048050	nm3494686	\N
tt7048084	nm3494686	\N
tt7048234	nm3494686	\N
tt7048328	nm3494686	\N
tt7048532	nm3494686	\N
tt7049116	nm1511118,nm5014675	\N
tt7054096	nm6581007	\N
tt7054750	nm7832518	nm7832518
tt7059688	nm5187578	nm5187578
tt7064494	nm9090315	nm9090315
tt7068328	nm7856129,nm7988784	nm7856129,nm7988784
tt7068370	nm7856129,nm7988784	nm7856129,nm7988784
tt7074128	nm3350872	nm8691972
tt7077352	nm1776860	nm2224851,nm2450613
tt7079500	nm9098444	\N
tt7082870	nm4733902,nm1425958	nm8897157,nm2937719,nm3917324
tt7084554	nm5741914	nm5741914
tt7085694	\N	\N
tt7087434	\N	\N
tt7098446	\N	nm2129791,nm3033896,nm4519556,nm15713096,nm2648618
tt7098824	\N	\N
tt7106488	\N	nm8928532
tt7107098	nm1152845	nm3660553,nm1152845
tt7111518	nm1623635	nm0241416,nm2665223,nm1623635
tt7117100	nm2274127	nm3995646
tt7126376	nm7653414	\N
tt7127738	nm8365991	nm8365991
tt7129920	nm6154874	\N
tt7135648	nm0103379,nm0433197	nm1354128
tt7135800	nm0131239,nm5721368	nm10640054,nm5721368
tt7136064	nm8151716	nm9127554
tt7137908	nm4112941	nm4112941
tt7140830	nm0149670	nm0149670
tt7143650	nm6337718	\N
tt7144898	nm4217412	nm4883221
tt7146302	\N	\N
tt7149544	nm5953453,nm2896691	nm5953453,nm2896691
tt7153326	nm7394422	nm7394422
tt7160706	nm9084428	nm9084428
tt7161510	nm9146286	nm9146286
tt7164896	nm0381817	nm0700133,nm1694619,nm0126208,nm3542504,nm0236854,nm1147759,nm4846365,nm0918852,nm1541845
tt7167952	nm9150745	\N
tt7171460	nm8628310	\N
tt7171754	nm7477746	\N
tt7173426	\N	\N
tt7173762	nm5587133,nm1807627	nm0498278,nm0456158,nm2389609,nm0800209
tt7181926	nm5741914	nm5741914
tt7182752	nm7467802	nm9160373,nm7467802
tt7182912	\N	\N
tt7183730	\N	\N
tt7186580	nm0920274	nm2391575,nm0514011,nm0920274,nm6916575
tt7188588	nm7352177	nm7352177
tt7189418	nm2138342	\N
tt7191404	nm5741914	nm5741914
tt7195424	nm5741914	nm5741914
tt7201014	nm8933937	nm8933937
tt7204186	nm6557842	nm6557842
tt7206038	nm0542960	nm1093513,nm0817893,nm0507702,nm0204530
tt7208032	nm9128264	nm9128264
tt7211146	\N	nm2176254,nm1525348
tt7221330	nm8943407	nm8943407
tt7222796	nm3311490	nm3311490,nm5554962
tt7225272	\N	\N
tt7229020	nm5741914	nm5741914
tt7229644	nm5741914	nm5741914
tt7229668	nm6410132	nm9186371,nm6410132
tt7233598	nm5741914	nm5741914
tt7233608	nm5741914	nm5741914
tt7237598	nm5741914	nm5741914
tt7237628	nm5741914	nm5741914
tt7237780	nm5741914	nm5741914
tt7237860	nm5741914	nm5741914
tt7237864	nm5741914	nm5741914
tt7239290	nm6784246	nm6784246
tt7239812	nm7953712	\N
tt7241060	\N	nm9193554
tt7241176	nm5741914	nm5741914
tt7241342	nm5741914	nm5741914
tt7241412	nm5741914	nm5741914
tt7241454	nm5741914	nm5741914
tt7241486	nm5741914	nm5741914
tt7241492	nm5741914	nm5741914
tt7244534	nm5741914	nm5741914
tt7244536	nm5741914	nm5741914
tt7244542	nm5741914	nm5741914
tt7244862	nm5741914	nm5741914
tt7249712	\N	\N
tt7250068	nm3553422	nm13271849
tt7250164	\N	nm5542223
tt7251610	nm1701233	nm1701233
tt7252014	nm7919087	nm8846086
tt7254954	nm1748129,nm3250321	nm3250321,nm1748129,nm9422172
tt7255058	nm3250321	nm3250321,nm1748129,nm8484828
tt7255060	nm3250321	nm3250321,nm1748129,nm3026531
tt7255780	\N	\N
tt7258370	nm9205198	nm9205198
tt7258700	nm1258900	nm1258900
tt7258874	\N	\N
tt7258898	\N	\N
tt7265866	nm7952569	nm7952569
tt7265874	nm7952569	nm7952569
tt7266472	nm1792056	nm12447575
tt7267696	nm4833068	nm4833068
tt7269700	nm2273915	\N
tt7270092	nm2905530	nm2905530
tt7271622	nm0005113	nm0104973,nm0351929,nm0937725,nm1631709,nm1267367,nm5665780,nm8756916
tt7271794	nm7311355	nm7311355
tt7272352	\N	\N
tt7281238	nm4688421	\N
tt7282984	\N	\N
tt7285838	nm2879449	\N
tt7298524	nm8011360	\N
tt7298878	\N	nm6603146
tt7299076	\N	\N
tt7300762	nm7836164	nm7836161
tt7300916	nm5741914	nm5741914
tt7301532	nm3399976	nm3399976,nm8874356
tt7304908	nm8813909	nm8813909
tt7308540	\N	\N
tt7311448	nm8820483	nm8820482,nm8820483
tt7312710	nm7699656	nm7699656
tt7312878	nm8766119	\N
tt7313546	\N	nm0804177
tt7323338	\N	nm1484310
tt7326134	nm0870306	nm1638756,nm7822376,nm2551602,nm0723571
tt7328336	\N	\N
tt7331012	\N	\N
tt7332594	nm1060963	nm0178484
tt7335550	nm9252839	\N
tt7335950	nm7434569	nm5088597,nm7434569
tt7336172	nm9253385	\N
tt7336364	nm2457815,nm2535888	nm4389879,nm6255469,nm6382520,nm3623281,nm0389280,nm0250812,nm2524060
tt7337052	nm5741914	nm5741914
tt7338018	nm2875381	\N
tt7338530	nm8523744	nm8523744,nm7488078
tt7343530	nm9256737	nm9256737
tt7346186	nm8104005	\N
tt7349352	\N	nm9228621,nm9228620
tt7350284	\N	\N
tt7350778	\N	nm0736411
tt7350958	nm5151077	nm0000821,nm2457862,nm4958267,nm1865859,nm2868625,nm6007278,nm5151077
tt7351156	nm9047830	nm9047830
tt7355892	nm5151077	nm0000821,nm2457862,nm1865859,nm2868625,nm6007278,nm5151077
tt7356498	\N	\N
tt7358808	\N	nm9254128
tt7358948	nm1759189	nm1759189
tt7363126	nm0698807	nm0642946,nm0715087
tt7364812	nm2686899	nm2686899
tt7365366	nm9254081	nm9254081
tt7367268	nm1292461	\N
tt7368320	nm9269590	\N
tt7370232	nm2608271	nm2608271
tt7372382	nm0248249	nm1139208,nm1016235
tt7375508	nm9274170	nm9274170
tt7378334	nm9268186	nm9268186
tt7390250	nm3279982	\N
tt7396686	nm1413105	\N
tt7396768	nm1009033,nm7118101	nm1009033,nm7118101,nm1801650
tt7405942	nm9972019	nm9972019
tt7406524	nm8746346,nm5511720	nm8746346,nm5511720,nm9291587
tt7406700	nm1164403	nm7561108
tt7408178	\N	nm13270088,nm8883747
tt7408242	nm4008354	nm8883747
tt7408244	nm4008354	nm8883747
tt7408270	nm4008354	\N
tt7413954	nm2874090	nm9972019
tt7418002	\N	\N
tt7418302	nm2406892	nm2406892,nm3399230,nm6191392,nm4045429,nm2609035
tt7422674	nm7816974	nm7816974
tt7423390	nm6860949,nm6860950,nm6860951	nm9300129,nm9300128,nm9300130,nm9300131
tt7423860	nm4821584	nm3396427
tt7430946	nm7744541	\N
tt7432586	nm9304271	\N
tt7439882	nm7708876	nm7708876
tt7441832	nm8949989	nm8949989
tt7444782	nm2392131	\N
tt7445132	nm4300765	nm4300765,nm6185293
