tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,parentTconst,seasonNumber,episodeNumber,principals_names_list,directors_names,writers_names
tt0067118,movie,Friends,Friends,0,1971,\N,101,"Drama,Romance",nm0318150,"nm0318150,nm0365417,nm0751203",6.5,1190,,,,"Sean Bury, Anicée Alvina, Lewis Gilbert, Lewis Gilbert, Vernon Harris, Jack Russell, Lewis Gilbert",Lewis Gilbert,"Lewis Gilbert, Vernon Harris, Jack Russell"
tt0067673,tvMovie,Revenge!,Revenge!,0,1971,\N,75,"Crime,Horror,Thriller",nm0852676,"nm0204562,nm0825010",5.9,217,,,,"Pelly Sutton, Jud Taylor, Elizabeth Davis, Joseph Stefano",Jud Taylor,"Elizabeth Davis, Joseph Stefano"
tt0067814,movie,Love,Szerelem,0,1971,\N,88,Drama,nm0538652,"nm0246370,nm0045880",7.8,2331,,,,"Lili Darvas, Mari Töröcsik, József Almási, Éva Bányai, Károly Makk, Tibor Déry, Péter Bacsó",Károly Makk,"Tibor Déry, Péter Bacsó"
tt0068054,tvSeries,The Brothers,The Brothers,0,1972,1976,50,Drama,"nm0240154,nm0334273,nm0725880,nm0562813,nm0048337,nm0934070,nm0521154,nm0173582,nm0696890,nm0280364,nm0492974,nm0931784,nm0203786,nm0395379,nm0587583,nm0805444,nm0818226","nm0187994,nm0321700,nm0656670,nm0277389,nm0420948,nm1839157,nm0712362,nm0604634,nm0914438",7.5,207,,,,"Robin Chadwick, Patrick O'Connell, Hilary Tindall, Margaret Ashcroft, N.J. Crisp","Philip Dudley, Roderick Graham, Mary Ridge, Lennie Mayne, Christopher Baker, Ronald Wilson, Vere Lorrimer, Timothy Combe, Eric Price, Prudence Fitzgerald, Quentin Lawrence, Terence Williams, John Davies, Oliver Horsbrugh, Gerry Mill, William Slater, George Spenton-Foster","N.J. Crisp, Gerard Glaister, Eric Paice, Brian Finch, Ray Jenkins, John Pennington, Simon Raven, Elaine Morgan, Douglas Watkinson"
tt0068889,movie,Love,Láska,0,1973,\N,88,Romance,nm0434189,"nm0389348,nm0434189",6.6,73,,,,"Jaroslava Schallerová, Hana Houbová, Helena Loubalová, Zdenek Ornest, Karel Kachyna, Ota Hofman, Karel Kachyna",Karel Kachyna,"Ota Hofman, Karel Kachyna"
tt0069708,movie,Love,Amore,0,1974,\N,85,Drama,nm0152149,"nm1308804,nm0152149",5.0,11,,,,"Daniel Quenaud, Catherine Marshall, Gaby Wagner, Nini Ritter, Henry Chapier, Anne Capelle, Henry Chapier",Henry Chapier,"Anne Capelle, Henry Chapier"
tt0070346,movie,Luther,Luther,0,1974,\N,110,"Biography,Drama",nm0337885,"nm0651570,nm0030019",6.4,528,,,,"Guy Green, John Osborne, Edward Anhalt",Guy Green,"John Osborne, Edward Anhalt"
tt0071116,tvMovie,Alice Through the Looking Glass,Alice Through the Looking Glass,0,1973,\N,74,"Family,Fantasy",nm0534365,"nm0140902,nm0534365",7.4,102,,,,"James MacTaggart, Lewis Carroll, James MacTaggart",James MacTaggart,"Lewis Carroll, James MacTaggart"
tt0071762,movie,The Little Prince,The Little Prince,0,1974,\N,88,"Family,Fantasy,Musical",nm0002045,"nm0756686,nm0503585",6.4,4177,,,,"Richard Kiley, Steven Warner, Donna McKechnie, Stanley Donen, Antoine de Saint-Exupéry, Alan Jay Lerner, Stanley Donen, Frederick Loewe, Christopher Challis",Stanley Donen,"Antoine de Saint-Exupéry, Alan Jay Lerner"
tt0072118,movie,Scandal,Chou wen,0,1974,\N,94,Comedy,nm0497379,nm0497379,6.8,36,,,,"Han Hsiang Li, Han Hsiang Li",Han Hsiang Li,Han Hsiang Li
tt0072281,movie,The Three Musketeers,The Three Musketeers,0,1973,\N,106,"Action,Adventure,Romance",nm0504513,"nm0292129,nm0241416",7.1,21201,,,,"Raquel Welch, Spike Milligan, Richard Lester, George MacDonald Fraser, Alexandre Dumas, John Victor Smith, Brian Eatwell",Richard Lester,"George MacDonald Fraser, Alexandre Dumas"
tt0072554,tvSeries,One Day at a Time,One Day at a Time,0,1975,1984,30,Comedy,"nm0706347,nm0448946,nm0685736,nm0802278,nm0606593,nm0724504,nm0132763,nm0449017,nm0291089,nm0291364,nm0178079,nm0600353,nm0732306,nm0445380","nm0086756,nm0005131,nm0542425,nm0072396,nm0335603,nm0936508,nm0862565,nm0093699,nm0089256,nm0456352,nm1097839,nm0253631,nm0839966,nm0666938,nm0674266,nm0364224,nm0425288,nm0907296,nm1134390,nm0059724,nm0918829,nm0026360,nm0564669,nm1038842,nm1104106,nm0550604,nm0676576,nm0269557,nm0353673,nm0938689,nm0394447,nm0407629,nm0825498,nm0432973,nm1001868,nm1095405,nm0437258,nm0633425,nm1098224,nm1101018,nm0255718,nm0125518,nm0155826,nm0169018,nm0381486,nm3129762,nm0518212,nm0652495,nm0800105,nm1104712,nm0308860,nm16490034,nm0397170,nm0594174,nm0047241,nm1095827,nm0395845,nm0061629,nm0295536,nm1104083,nm0714203,nm0935394,nm0414412,nm1094787,nm1095406,nm1583733,nm1094794,nm0204561,nm0307622,nm0330308,nm0595623,nm0689648,nm0924867,nm0365712,nm0384457,nm0386488,nm0899187,nm0817848",6.6,5540,,,,"Bonnie Franklin, Bonnie Franklin, Pat Harrington Jr., Valerie Bertinelli, Valerie Bertinelli, Mackenzie Phillips, Mackenzie Phillips, Glenn Scarpelli, Michael Lembeck, Nanette Fabray, Whitney Blake, Norman Lear, Allan Manings","Alan Rafkin, Herbert Kenwith, Noam Pitlik, Tony Singletary, Howard Morris, Don Richardson, Norman Campbell, Sandy Kenyon, Selig Frank, Bonnie Franklin, Hal Cooper, Gloria Monty, John Robins, Asaad Kelada","Whitney Blake, Norman Lear, Allan Manings, Dick Bensfield, Perry Grant, Bud Wiser, George Tibbles, Joseph Bonaduce, Ron Bloomberg, Dinah Kirgo, Julie Kirgo, Jack Elinson, Stephen Sustarsic, Norman Paul, Paul Perlove, Pat Harrington Jr., James Burr Johnson, Gy Waldron, David Silverman, Michael S. Baser, Kim Weiskopf, Anne Anderson, Mitzi McCall, Kris Kincade, Bernie Thomann, Linda Marsh, Margie Peters, Deidre Fay, Paul Haggis, Stuart Wolpert, Kevin Hopps, Bob Illes, James R. Stein, Ed Jurist, Annie Caroline Schuler, Anthony Bonaduce, Arnold Kane, Peter Noah, C.M. Leon, Margaret Weisman, Linda Elstad, Frank Buxton, Barry Cherin, Charlie Hauck, John D. Hess, Edward Kutner, Michael Loman, Howard Ostroff, Danny Simon, Jennie Blackton, Carol Gary, Joanne Greenberg, Bruce Howard, Rick Mittleman, Doug Bailey, Gladys Christman, Arnold Horwitt, Bob Baublitz, Judy Friend, Winston Moss, Katherine Reback, Jerry Winnick, Gary Jacobs, Bill Reed, Celia Bonaduce, Christine Tibbles, Alfred Wilson, Elias Davis, Stephanie Garman, Jill Gordon, Jordan Moffet, David Pollock, Hollace White, Lindsay Harrison, Kimberly Hill, Janis Hirsch, Joe Viola, Alan Spencer"
tt0072734,short,The Brothers,Bratri,0,1975,\N,\N,"Documentary,Short",nm0434189,\N,,,,,,Karel Kachyna,Karel Kachyna,
tt0073993,tvSeries,The Fosters,The Fosters,0,1976,1977,30,"Comedy,Family",nm0021079,"nm0046322,nm0059724,nm0059949,nm0072396,nm0088564,nm0169362,nm0202567,nm0220432,nm0232581,nm0253631,nm14789769,nm0335603,nm0423583,nm0542425,nm0599088,nm0606806,nm0615080,nm2469992,nm0655462,nm0666938,nm0670339,nm0694344,nm0002445,nm0795748,nm1047699,nm0814068,nm0852729,nm0914335,nm0918829,nm0938687",7.1,70,,,,"Isabelle Lucas, Sharon Rosita, Lawrie Mark",Stuart Allen,"Art Baer, Michael S. Baser, John Baskin, Dick Bensfield, Barry E. Blitzer, Eric Cohen, Bill Davenport, Lou Derman, John Donley, Jack Elinson, Robert Fisher, Perry Grant, Ben Joelson, Allan Manings, Eric Monte, Michael Morris, John Fenton Murray, Phil Naples, Elon Packard, Norman Paul, Bob Peete, Vince Powell, Bob Shayne, Roger Shulman, Larry Siegel, Jay Sommers, Kurt Taylor, Jon Watkins, Kim Weiskopf, Roland Wolpert"
tt0074539,movie,The Smurfs and the Magic Flute,La flûte à six schtroumpfs,0,1975,\N,89,"Animation,Comedy,Family",nm0678963,"nm0678963,nm0217808",5.9,1558,,,,"William Coryn, Michel Elias, Peyo, Peyo, Yvan Delporte, Nebiha Ben Milad",Peyo,"Peyo, Yvan Delporte"
tt0075011,movie,Once Upon a Time,Maria d'Oro und Bello Blue,0,1973,\N,83,"Animation,Family,Fantasy",nm0442369,"nm0442369,nm0209684",6.0,192,,,,"Rolf Kauka, Rolf Kauka, Roberto De Leonardis, Rolf Kauka, Maria Luigia Piffarerio",Rolf Kauka,"Rolf Kauka, Roberto De Leonardis"
tt0075112,movie,The Fall,A Queda,0,1978,\N,120,Drama,"nm0346087,nm0944400","nm0346087,nm0944400",7.6,165,,,,"Nelson Xavier, Carlos Alberto Baía, Murilo de Lima, Luiz Antônio de Souza, Ruy Guerra, Nelson Xavier, Ruy Guerra, Nelson Xavier, Nei Sroulevich, Ruy Guerra, Ruy Guerra","Ruy Guerra, Nelson Xavier","Ruy Guerra, Nelson Xavier"
tt0075791,movie,The Brothers,Die Brüder,0,1977,\N,99,"Drama,Romance",nm0340170,"nm0197781,nm0340170",6.8,29,,,,"George Wilson, Christian Bzik, Wolf Gremm, Septimus Dale, Wolf Gremm, Siegrun Jäger",Wolf Gremm,"Septimus Dale, Wolf Gremm"
tt0075925,movie,The Deep,The Deep,0,1977,\N,123,"Adventure,Mystery,Thriller",nm0946811,"nm0001940,nm0944003",6.2,14683,,,,"Earl Maynard, Teddy Tucker, Peter Yates, Peter Benchley, Tracy Keenan Wynn, Christopher Challis, David Berlatsky",Peter Yates,"Peter Benchley, Tracy Keenan Wynn"
tt0076538,movie,Pete's Dragon,Pete's Dragon,0,1977,\N,128,"Adventure,Animation,Comedy","nm0149548,nm0089940","nm0549393,nm0589316,nm0276039",6.3,27489,,,,"Sean Marshall, Helen Reddy, Jim Dale, Red Buttons, Jane Kean, Jim Backus, Charles Tyner, Gary Morgan, Don Chaffey, Malcolm Marmorstein, Seton I. Miller, S.S. Field, Jerome Courtland, Frank V. Phillips, Gordon D. Brenner","Don Chaffey, Don Bluth","Malcolm Marmorstein, Seton I. Miller, S.S. Field"
tt0076554,movie,Fearless,Poliziotto senza paura,0,1978,\N,93,"Action,Crime,Thriller",nm0005787,"nm0317232,nm0135339,nm0005787,nm0030762",5.6,454,,,,"Annarita Grapputo, Alexander Trojan, Massimo Vanni, Massimo Vanni, Luciana Turina, Luciana Turina, Stelvio Massi, Fulvio Gicca Palli, Gino Capone, Stelvio Massi, Franz Antel",Stelvio Massi,"Fulvio Gicca Palli, Gino Capone, Stelvio Massi, Franz Antel"
tt0077631,movie,Grease,Grease,0,1978,\N,110,"Comedy,Musical,Romance",nm0459170,"nm0414448,nm0143558,nm0940125,nm0139591",7.2,316038,,,,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Randal Kleiser, Jim Jacobs, Warren Casey, Bronte Woodard, Allan Carr, Allan Carr, Robert Stigwood, Bill Butler, John F. Burnett, Joel Thurm, Philip M. Jefferies",Randal Kleiser,"Jim Jacobs, Warren Casey, Bronte Woodard, Allan Carr"
tt0077957,movie,Death in Paradise,Muerte en el paraíso,0,1978,\N,\N,Crime,nm0441804,nm1752009,,,,,,"Edgar Díaz, Eduardo Gil, Michel Katz, Luis Britto García",Michel Katz,Luis Britto García
tt0078615,tvSeries,Friends,Friends,0,1979,1979,60,"Comedy,Drama","nm0239865,nm0429958,nm0491852,nm0791027,nm0879000","nm0139218,nm0168653,nm0751554,nm0807347",7.1,62,,,,"Charlie Aiken, John Turi","Roger Duchowny, Glenn Jordan, Arnold Laven, James Sheldon, George Tyne","AJ Carothers, Liz Coe, Michael Russnow, April Smith"
tt0078879,movie,Bloodline,Bloodline,0,1979,\N,116,"Crime,Drama,Mystery",nm0950109,"nm0462837,nm0791084",4.6,2048,,,,"Terence Young, Laird Koenig, Sidney Sheldon",Terence Young,"Laird Koenig, Sidney Sheldon"
tt0079476,short,The Little Prince,The Little Prince,0,1979,\N,25,"Animation,Family,Short",nm0899139,"nm0756686,nm0787165",7.2,227,,,,"Michele Mariana, Nell Suza, Todd Oleson, Will Vinton, Antoine de Saint-Exupéry, Susan Shadburne, Will Vinton, Billy Scream",Will Vinton,"Antoine de Saint-Exupéry, Susan Shadburne"
tt0080907,movie,The Hunter,The Hunter,0,1980,\N,97,"Action,Biography,Comedy",nm0474539,"nm0500377,nm0001382,nm0443839,nm0861774,nm0957549",6.2,7499,,,,"LeVar Burton, Buzz Kulik, Ted Leighton, Peter Hyams, Ron Hobbs",Buzz Kulik,"Ted Leighton, Peter Hyams, Christopher Keane, Ralph Thorson, John Rester Zodrow"
tt0080954,tvEpisode,Jessie,Jessie,0,1980,\N,89,"Comedy,Drama,Horror",nm0285302,nm0285302,7.5,26,tt0165592,11,10,"Bryan Forbes, Bryan Forbes",Bryan Forbes,Bryan Forbes
tt0081022,movie,Love,Kärleken,0,1980,\N,77,Drama,nm0436004,"nm0232802,nm0436004",5.3,55,,,,"Erik Tamm, Susanne Hallvares, Berno Billing, Theodor Kallifatides, Jeanette Donner, Theodor Kallifatides, Annabella Carlander",Theodor Kallifatides,"Jeanette Donner, Theodor Kallifatides"
tt0082508,movie,Heartland,Heartland,0,1979,\N,96,"Drama,Western",nm0669004,"nm0274866,nm0457808,nm0829363",7.2,1405,,,,"Megan Folsom, Lilia Skala, Jeff Boschee, Robert Overholzer, Richard Pearce, Beth Ferris, William Kittredge, Beth Ferris, Paul Martino, Patrizia von Brandenstein",Richard Pearce,"Beth Ferris, William Kittredge, Elinore Stewart"
tt0083564,movie,Annie,Annie,0,1982,\N,127,"Comedy,Drama,Family",nm0001379,"nm0811807,nm0576070,nm0153377,nm0336675",6.6,51729,,,,"Aileen Quinn, Carol Burnett, Ann Reinking, Bernadette Peters, Geoffrey Holder, Roger Minami, Toni Ann Gisondi, Rosanne Sorrentino, John Huston, Carol Sobieski, Thomas Meehan, Martin Charnin, Ray Stark, Charles Strouse, Richard Moore, Michael A. Stevenson, Dale Hennesy",John Huston,"Carol Sobieski, Thomas Meehan, Martin Charnin, Harold Gray"
tt0084237,movie,The Last Unicorn,The Last Unicorn,0,1982,\N,92,"Adventure,Animation,Drama","nm0060072,nm0710230",nm0063566,7.3,31632,,,,"Tammy Grimes, Robert Klein, Paul Frees, Paul Frees, Paul Frees, Rene Auberjonois, Jules Bass, Arthur Rankin Jr., Peter S. Beagle, Jules Bass, Arthur Rankin Jr., Tomoko Kida, Arthur Rankin Jr.","Jules Bass, Arthur Rankin Jr.",Peter S. Beagle
tt0084271,movie,Love,Love,0,1982,\N,105,Drama,"nm0169215,nm0235683,nm0880521,nm0955195","nm0235683,nm0338761,nm0593474,nm0639530,nm0880521,nm0955195",5.3,48,,,,"Maureen Fitzgerald, Joni Mitchell, Dixie Seatle, Benjamin Gordon, Annette Cohen, Nancy Dowd, Liv Ullmann, Mai Zetterling, Nancy Dowd, Gael Greene, Joni Mitchell, Edna O'Brien, Renee Perlmutter","Annette Cohen, Nancy Dowd, Liv Ullmann, Mai Zetterling","Nancy Dowd, Gael Greene, Joni Mitchell, Edna O'Brien, Liv Ullmann, Mai Zetterling"
tt0084728,movie,Starstruck,Starstruck,0,1982,\N,105,"Comedy,Drama,Musical",nm0000788,nm0533820,6.8,1326,,,,"Jo Kennedy, Ross O'Donovan, Margo Lee, Pat Evison, John O'May, Norman Erskine, Philip Judd, Gillian Armstrong, Stephen MacLean, Brian Thomson",Gillian Armstrong,Stephen MacLean
tt0085683,tvSeries,Home,Home,0,1983,1983,25,"Drama,Family","nm0789035,nm0958982,nm0098280,nm2534959,nm0697074,nm0765047,nm0929173","nm6974844,nm0229599,nm0267749,nm5651184,nm6972888,nm0568726,nm1427919",8.2,38,,,,"Robert Meldrum, Leah Steventon, Cindy Unkauf, Paul Spanno, Christine Amor, Ian Turnnidge","Douglas Sharp, David Zweck, Walter Boston, Craig Collie, Noel Price, Richard Sarell, Keith Wilkes","Magda De La Pesca, Claire Dobbin, Graeme Farmer, David King, Kate Legge, Ian McFadyen, Billie Morton"
tt0085834,movie,Tramps,Die letzte Runde,0,1983,\N,88,Drama,"nm0666685,nm0534768",nm0014666,6.0,38,,,,"Danny Hirsch, András Gönczöl, Petra Maria Grühn, Klaus Kelterborn, Peter Patzak, Wolfgang Ainberger, Peter Zwetkoff","Peter Patzak, Georg Madeja",Wolfgang Ainberger
tt0085869,movie,Lost,Lost,0,1983,\N,92,"Adventure,Drama,Family",nm0011467,nm0118892,4.5,193,,,,"Sheila Newhouse, Robert L. Somers, Don Hawks, Matt Heimberger, Al Adamson, Don Buday, Susan Coppola, Nelly Schouest",Al Adamson,Don Buday
tt0085873,movie,Lovesick,Lovesick,0,1983,\N,95,"Comedy,Fantasy,Romance",nm0108613,nm0108613,5.2,990,,,,"Renée Taylor, Suzanne Barrie, Otto Bettmann, Marshall Brickman, Marshall Brickman",Marshall Brickman,Marshall Brickman
tt0086262,movie,Scream,Scream,0,1981,\N,82,"Horror,Mystery",nm0704434,nm0704434,2.8,1137,,,,"Ann Bronston, Julie Marine, Nancy St. Marie, Joseph Alvarado, Bobby Diamond, Byron Quisenberry, Byron Quisenberry, Hal Buchanan, C.L. Huff, Larry Quisenberry, B.W. Kestenberg",Byron Quisenberry,Byron Quisenberry
tt0086738,tvSeries,Jessie,Jessie,0,1984,1984,60,Drama,"nm0001904,nm0575546,nm0042500,nm0186305,nm0584474,nm0000713,nm0791027,nm0911926,nm0271622","nm0073388,nm0293491,nm9204991,nm0204651,nm0320069,nm0597066,nm0112021,nm11968724,nm0120343,nm0170426,nm0203491,nm0492626,nm0492954,nm0546803,nm11968745,nm0758510,nm0767359,nm0929769,nm0283860",7.5,49,,,,"J.D. Hinton, Eric Bercovici","Corey Allen, Don Medford, Ray Austin, Barry Crane, Richard Michaels, Joel Oliansky, James Sheldon, William Wiard, Kerry Feltham","Eric Bercovici, Lucy Freeman, Harvey Schlossberg, Gerry Davis, Abram S. Ginnes, Larry Mollin, Hindi Brooks, A.M. Adminima, Chris Bunch, Allan Cole, Sara Davidson, Anthony Lawrence, Nancy Lawrence, Paul B. Margolis, Martin Reiser, Sy Salkowitz, Paul Savage, Shel Willens, Jack V. Fogarty"
tt0086990,movie,Bones,Parker,0,1985,\N,97,"Crime,Drama",nm0323795,nm0696506,6.0,83,,,,"Achim Geisler, Jurgen Kuehn, Klaus Menzel, Jim Goddard, Trevor Preston",Jim Goddard,Trevor Preston
tt0087420,short,Home,Home,0,1984,\N,\N,Short,nm0446837,\N,,,,,,Rory Kelly,Rory Kelly,
tt0087502,tvMovie,Jessie,Jessie,0,1984,\N,100,Crime,nm0584474,nm0170426,7.2,58,,,,"Jonathan Banks, Richard Michaels, Allan Cole",Richard Michaels,Allan Cole
tt0088343,tvMovie,Velvet,Velvet,0,1984,\N,100,"Action,Drama",nm0485889,nm0943989,5.7,75,,,,"Richard Lang, Ned Wynn",Richard Lang,Ned Wynn
tt0090503,tvSeries,Pound Puppies,Pound Puppies,0,1985,1988,30,"Adventure,Animation,Comedy","nm0527206,nm0666362,nm0204190,nm0881662,nm0952712,nm0324290,nm0453809,nm0307149,nm0813992","nm0040596,nm0055047,nm0103043,nm0107780,nm0227704,nm0249133,nm2674048,nm0397916,nm0433992,nm0470928,nm2175554,nm0524887,nm0524888,nm1376088,nm0730951,nm0749161,nm0752609,nm1860640,nm3183402",6.4,1425,,,,"Adrienne Alexander, Adrienne Alexander, Adrienne Alexander, Robert Morse, Robert Morse, Robert Morse, Ami Foster, Ami Foster, Brian Cummings, Brian Cummings, Brian Cummings","Don Lusk, Ray Patterson, Arthur Davis, Carl Urbano, Rudy Zamora, Bob Goe, John Kimball, Jay Sarbry, Paul Sommer","George Atkins, Haskell Barkin, John Bradford, Gordon Bressack, Paul Dini, Mark Edward Edens, Denis Higgins, Charles M. Howell IV, Wayne Kaatz, Earl Kress, Kristina Luckey, John Ludin, Mary Jo Ludin, June Patterson, Cliff Roberts, Tom Ruegger, Jim Ryan, Troy Schmidt, Wendy West"
tt0090506,tvSeries,The Real Ghostbusters,The Real Ghost Busters,0,1986,1991,23,"Action,Animation,Comedy","nm0582798,nm0713497,nm0680799,nm0383684","nm0020176,nm0000101,nm1005417,nm0107780,nm0135184,nm0236279,nm0184428,nm0218204,nm0219490,nm0228489,nm0002042,nm0237472,nm0249133,nm1206724,nm0249134,nm0281778,nm0314775,nm0317493,nm0382655,nm0403579,nm0418116,nm0442104,nm0454669,nm0484918,nm0517392,nm0517393,nm0544870,nm0547850,nm0566407,nm0382614,nm0579912,nm0003653,nm0608961,nm0611100,nm0625592,nm0674770,nm0675310,nm0680799,nm0685734,nm0000601,nm0714184,nm0731602,nm0733975,nm0197514,nm0769593,nm0774792,nm0794326,nm0833089,nm0941314,nm0956002",7.6,11606,,,,"Maurice LaMarche, Maurice LaMarche, Maurice LaMarche, Dave Coulier, Dave Coulier, Dave Coulier, Laura Summer, Laura Summer, Laura Summer, Kath Soucie, Kath Soucie, Kath Soucie","Will Meugniot, Richard Raynis, Stan Phillips, Masakazu Higuchi","Pat Allee, Dan Aykroyd, Steven Barnes, Gordon Bressack, Duane Capizzi, Arthur Conan Doyle, Arthur Byron Cover, J.M. DeMatteis, Jules Dennis, Larry DiTillio, Charles Dickens, Kathryn M. Drennan, Mark Edward Edens, Matt Edens, Michael Edens, Robert Loren Fleming, David Gerrold, Keith Giffen, Pamela Hickey, Ben Hurst, Len Janson, Charles Kaufman, Durnford King, Joe S. Landon, Jean-Marc Lofficier, Randy Lofficier, Lydia Marano, Tony Marino, Mark McCorkle, Dennys McCoy, Chuck Menville, Craig Miller, Francis Moss, Richard Mueller, Mark W. Nelson, Steve Perrin, Steve Perry, Stan Phillips, Daniel Pitlik, Harold Ramis, Michael Reaves, Steve Roberts, Sean Roche, William Rotsler, Bruce Reid Schaefer, Bob Schooley, John Shirley, J. Michael Straczynski, Linda Woolverton, Marc Scott Zicree"
tt0090633,movie,An American Tail,An American Tail,0,1986,\N,80,"Adventure,Animation,Comedy",nm0089940,"nm0456946,nm0294440,nm0312076",6.9,60188,,,,"Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser, John Finnegan, Will Ryan, Pat Musick, Don Bluth, David Kirschner, Judy Freudberg, Tony Geiss, Don Bluth, Gary Goldman, John Pomeroy, Dan Molina, Lynda Gordon, Don Bluth",Don Bluth,"David Kirschner, Judy Freudberg, Tony Geiss"
tt0091434,movie,Lost!,Lost!,0,1986,\N,95,"Action,Drama",nm0746591,"nm0746591,nm8594899",6.3,73,,,,"Helen Shaver, Stuart Stone, Peter Rowe, Peter Rowe, Thomas Thompson, Peter Rowe, Allan Kane, Christopher Hutton",Peter Rowe,"Peter Rowe, Thomas Thompson"
tt0091848,video,Revenge,Revenge,0,1986,\N,100,Horror,nm0507036,nm0507036,4.0,315,,,,"Peter Hart, Stephanie Kropke, Fred Graves, Charles Ellis, Christopher Lewis, Christopher Lewis, James Lenertz",Christopher Lewis,Christopher Lewis
tt0092622,tvMovie,Bates Motel,Bates Motel,0,1987,\N,90,"Comedy,Drama,Horror",nm0745330,nm0745330,3.8,1945,,,,"Bud Cort, Gregg Henry, Khrystyne Haje, Jason Bateman, Richard Rothstein, Richard Rothstein, Bill Butler, Robb Wilson King",Richard Rothstein,Richard Rothstein
tt0093148,movie,Harry and the Hendersons,Harry and the Hendersons,0,1987,\N,110,"Comedy,Family,Fantasy",nm0213100,"nm0213100,nm0551976,nm1360612",6.1,39552,,,,"Melinda Dillon, Margaret Langrick, Joshua Rudoy, Kevin Peter Hall, Don Ameche, William Ontiveros, William Dear, William Dear, Bill Martin, Ezra D. Rappaport, William Dear",William Dear,"William Dear, Bill Martin, Ezra D. Rappaport"
tt0094304,movie,Weeds,Weeds,0,1987,\N,115,"Drama,Music",nm0359386,"nm0873148,nm0359386",6.0,952,,,,"Joe Mantegna, John D. Hancock, Dorothy Tristan, John D. Hancock, Barbara Hanley",John D. Hancock,"Dorothy Tristan, John D. Hancock"
tt0095180,movie,Friends,Friends,0,1988,\N,87,"Comedy,Drama",nm0027733,"nm0008356,nm0027733",5.7,81,,,,"Dennis Christopher, Anita Wall, Kjell-Åke Andersson, Kôbô Abe, Kjell-Åke Andersson, Anders Hillborg, Peter Mokrosinski, Martina Skala",Kjell-Åke Andersson,"Kôbô Abe, Kjell-Åke Andersson"
